geneID	FC_X	FC_Y
NEDD4	0.53	-0.36
NOX5	0.53	-0.19
PDE4A	0.53	0.19
PFN1P4	0.53	0.19
PHAX	0.53	0.4
POLR3A	0.53	0.19
PYGO1	0.53	-0.1
RND3	0.53	0.1
RP11-114M5.1	0.53	-0.11
RP11-157K17.5	0.53	0.66
RP11-383G10.3	0.53	-0.19
RP11-384K6.6	0.53	0.35
SAMD8	0.53	2.5
SEPT5	0.53	-0.26
SERPINF2	0.53	0.68
SLC35F2	0.53	-0.07
SLCO2B1	0.53	-0.59
STK32B	0.53	-0.13
STX11	0.53	0.53
SYCP2	0.53	-0.91
TAMM41	0.53	0.48
TANGO2	0.53	0.85
TBK1	0.53	0.12
THBS3	0.53	0.1
TLCD2	0.53	0.22
TMEM133	0.53	0.39
TRIM51HP	0.53	0.36
TRIP11	0.53	0.24
TRPM8	0.53	-0.85
UPF3AP2	0.53	0.53
VSIG10	0.53	0.07
WARS	0.53	-0.26
WHAMMP2	0.53	0.35
YARS	0.53	-0.18
ZBTB10	0.53	0.42
ZBTB26	0.53	0.28
ZFP14	0.53	0.4
ZNF75A	0.53	0.12
ZNF793	0.53	0.29
ZYG11AP1	0.53	-0.22
AP3B1	0.52	0.47
ATP6V0A2	0.52	-0.22
ATXN7	0.52	1.11
BMP6	0.52	0.32
C1QTNF3-AMACR	0.52	-0.3
CARD10	0.52	-0.26
CDC42BPA	0.52	0.17
CR1	0.52	-0.25
CTD-2278I10.6	0.52	0.52
CUL4B	0.52	0.95
CYP2F2P	0.52	0.84
ELL2	0.52	0.93
FAM95B1	0.52	-0.31
FLNA	0.52	0.64
FTO	0.52	0.36
GBX2	0.52	0.33
GDAP1	0.52	0.68
HAAO	0.52	-0.28
HMGN2P18	0.52	0.55
HNF1A	0.52	-0.28
ITGAV	0.52	-0.06
ITGB3	0.52	0.92
KIAA0232	0.52	-0.02
KIAA0430	0.52	0.05
KLHL36	0.52	0.07
KLLN	0.52	0.5
LILRB5	0.52	0.22
LIMS3	0.52	0.19
LINC00094	0.52	0.06
MAP2K2	0.52	0.53
MARVELD1	0.52	0.16
MEIOC	0.52	0.59
MRPS10P1	0.52	0.24
MSTO1	0.52	-0.4
NDUFA5P11	0.52	-0.01
OR7E94P	0.52	-0.51
P2RX5-TAX1BP3	0.52	0.16
PAFAH2	0.52	0.17
PARP8	0.52	0.08
PML	0.52	0.25
PRUNE2	0.52	0.36
PTCD1	0.52	-0.07
PTPN2P1	0.52	0.85
RAD54L	0.52	0.45
RASA4DP	0.52	0.25
RCN1P2	0.52	0.74
RP11-244E17.1	0.52	-0.06
RP11-358L22.2	0.52	0.22
RP11-371A22.1	0.52	1.12
RP11-561N12.2	0.52	-0.29
RP11-729L2.2	0.52	0.08
SCUBE1	0.52	-1.79
SENP7	0.52	0.2
SH2B3	0.52	0.15
SH3TC1	0.52	0.16
SLC33A1	0.52	0.15
SLC38A2	0.52	0
SLC47A1	0.52	-0.44
SMN1	0.52	-0.06
SP2	0.52	0.19
SPEN	0.52	0.16
SRGAP1	0.52	-0.06
SYT11	0.52	0.34
TRIM58	0.52	-0.22
TXNDC15	0.52	0.26
UCP3	0.52	-0.26
UEVLD	0.52	0.22
VENTXP4	0.52	-0.04
ZNF148	0.52	0.25
ZNF70	0.52	-0.19
ZNF713	0.52	0.31
ZNFX1	0.52	0.48
AC138645.2	0.51	0.51
ACTBP13	0.51	-0.3
ADAMTS18	0.51	2.28
ASCC3	0.51	0.65
CCDC122	0.51	0.08
CH17-64J14.4	0.51	-1.16
CNTN6	0.51	0.04
COL5A2	0.51	1.36
CYB5R3	0.51	0.59
CYP2C9	0.51	-0.54
CYP2D8P	0.51	0.14
DPYD	0.51	0.91
EOMES	0.51	0.16
FAT2	0.51	-0.15
GAGE1	0.51	0.16
GBP6	0.51	0.52
GCLC	0.51	0.55
GDNF	0.51	-1.64
GSG1	0.51	0.02
GXYLT1	0.51	0.7
HAPLN3	0.51	0.01
HAS2	0.51	0.28
HCN2	0.51	-0.61
HIF3A	0.51	0.06
ITLN1	0.51	0.2
KCNG4	0.51	0.98
KCNJ16	0.51	0.27
KIRREL2	0.51	-0.04
KLB	0.51	-0.74
KRT38	0.51	0.51
LRP6	0.51	0.45
MAPK9	0.51	0.01
MMRN2	0.51	-0.37
NDNF	0.51	0.86
PLCD3	0.51	0.64
POMK	0.51	0.51
PPM1E	0.51	-0.55
PRDX1P1	0.51	0.44
PRIM1	0.51	0.09
PRKCSH	0.51	0.11
RASGRP3	0.51	0.58
RP11-108M9.5	0.51	0.09
RP11-402K9.1	0.51	0.06
RP11-449L13.2	0.51	0.51
RP11-586D19.1	0.51	-0.06
RP11-599B13.6	0.51	0.05
RP11-713H12.2	0.51	0.72
RP4-814D15.1	0.51	0.51
RPS26P8	0.51	0.1
RXRB	0.51	0
SBF2	0.51	0.99
SGPL1	0.51	0.18
SLC22A20	0.51	-0.89
SLC31A2	0.51	-0.96
SLC44A4	0.51	0.53
SLC5A3	0.51	-0.08
SMG7	0.51	0.57
SMPX	0.51	0.61
SOCS3	0.51	1.04
TARSL2	0.51	0
TESPA1	0.51	-0.38
TEX15	0.51	-1.12
TMEM43	0.51	0.45
TNFAIP1	0.51	0.35
TNFRSF1A	0.51	0.59
TOR1B	0.51	0.04
TPST2	0.51	0.93
TRAM1L1	0.51	0.92
TRAPPC9	0.51	0.38
TTPAL	0.51	0.65
UBA52P6	0.51	0.65
UBQLN2	0.51	0.33
URGCP-MRPS24	0.51	0.51
USP17L11	0.51	-0.29
VASH1	0.51	-0.14
ZCCHC4	0.51	-0.07
ZNF195	0.51	0.09
ZNF229	0.51	0.31
ABC12-49244600F4.4	0.5	-0.49
ABCA13	0.5	-1.03
AC006116.20	0.5	-0.12
AC110299.5	0.5	0.29
ACTA2	0.5	0.6
ALG10B	0.5	0.23
ANXA6	0.5	0.44
AP1M2	0.5	-0.08
ARF4P2	0.5	0.11
ARL16	0.5	0.18
BIN1	0.5	0.67
BRF1	0.5	0.15
BTBD19	0.5	-0.2
C9orf64	0.5	0.39
CALML4	0.5	0.14
CAPN8	0.5	-0.87
CASZ1	0.5	-0.13
CCDC160	0.5	-0.44
CD27	0.5	-0.37
CHSY1	0.5	0
CLHC1	0.5	-0.05
CYP1A1	0.5	0.06
DHX37	0.5	-0.03
EFNA1	0.5	0.72
EHMT1	0.5	0.09
EHMT2	0.5	0.18
EP400	0.5	0.27
EPPK1	0.5	0.13
EXOC6B	0.5	0.46
FAM169A	0.5	0.76
FAM185BP	0.5	-1.16
FAM188B	0.5	0.56
FKBP9	0.5	0.32
FRG1BP	0.5	-0.11
FZD7	0.5	-0.02
GFAP	0.5	0.38
GIMAP8	0.5	0.71
GLTP	0.5	0.33
GPR75	0.5	0.13
HDDC3	0.5	0.62
INCA1	0.5	-0.45
IRAK2	0.5	-0.19
KIF7	0.5	-1.65
LAMA2	0.5	0.47
LMOD1	0.5	0.12
NCOR1	0.5	0.26
NDRG3	0.5	0.07
NUDT7	0.5	0.64
PABPC1P3	0.5	0.5
PABPC3	0.5	0.2
PCED1B	0.5	0.18
PLA2G15	0.5	0.45
PLCXD3	0.5	-1.29
PLEKHM2	0.5	0.53
RAB23	0.5	1.11
RAPH1	0.5	0.11
RP11-274J7.3	0.5	0.5
RP11-392A14.9	0.5	0.5
RP11-64D22.1	0.5	-0.15
SLC25A44	0.5	0.25
SUSD6	0.5	-0.01
TEX40	0.5	0.77
TMC2	0.5	-0.28
TUBE1	0.5	-0.07
UPF3AP3	0.5	0.5
VPS33A	0.5	0.08
WDR35	0.5	0.2
ZNF23	0.5	0.3
ZNF285	0.5	-0.48
ZNF445	0.5	-0.14
ZNF45	0.5	0.35
ZNF580	0.5	-0.38
ABAT	0.49	-0.08
AGAP7P	0.49	0.49
AGT	0.49	1.12
AK1	0.49	0.37
ALAD	0.49	0.44
ATAD3C	0.49	0.2
ATG2A	0.49	0.75
ATG9B	0.49	1.93
BEST3	0.49	-0.32
C11orf95	0.49	-0.37
C16orf54	0.49	-0.13
CASC3	0.49	0.28
CAV1	0.49	0.74
CHSY3	0.49	1.13
COX8C	0.49	0.31
CTB-159G17.3	0.49	-0.28
CTD-2651B20.5	0.49	-0.48
EGLN3P1	0.49	-0.56
ELAVL1	0.49	-0.26
FERMT2	0.49	0.44
FLRT2	0.49	2.05
GSK3B	0.49	-0.79
HERC2P9	0.49	-0.01
HNRNPA1P67	0.49	0.14
HOXB9	0.49	-0.33
IGF2BP2	0.49	0.09
IQCH	0.49	0.22
KHDC1	0.49	0.28
KIF21A	0.49	-0.2
KIRREL3	0.49	0.12
KLHL33	0.49	0.08
LRIG2	0.49	0.08
LYRM7	0.49	0.28
MAP3K3	0.49	0.29
MUM1	0.49	0.24
MXD1	0.49	-0.21
MYH9	0.49	0.61
MYLIP	0.49	-0.47
NCAPGP1	0.49	0.49
NEBL	0.49	0.77
NOTCH3	0.49	0.43
NSMAF	0.49	-0.11
OSCAR	0.49	-0.45
OXSM	0.49	0.14
PAK2	0.49	0.15
PCDHA1	0.49	-0.1
PDSS1	0.49	0.28
PER1	0.49	0.77
PNP	0.49	-0.15
RBSN	0.49	0.1
RGPD1	0.49	1
RNF24	0.49	0.15
RNFT2	0.49	0.51
RP1	0.49	0.15
RP11-192H23.4	0.49	0.36
RP11-264F23.1	0.49	0.26
RP11-27I1.4	0.49	0.7
RP11-402G3.4	0.49	1.07
SCAP	0.49	-0.21
SERHL2	0.49	-0.45
SLC16A7	0.49	0.76
SMURF2P1	0.49	-0.64
SNX27	0.49	0.06
TCF20	0.49	0.25
TCTEX1D2	0.49	0.63
TMEM131	0.49	-0.31
TMEM209	0.49	0.15
TMEM262	0.49	0.37
TNKS1BP1	0.49	-0.04
TTC23	0.49	0.31
XPC	0.49	0.39
ZBTB22	0.49	0.4
ZEB2	0.49	0.55
ZKSCAN1	0.49	0.06
ZNF354B	0.49	0.57
ZSCAN5A	0.49	0.66
AARS2	0.48	-0.07
AC012065.5	0.48	0.48
AHCTF1	0.48	-0.29
AJAP1	0.48	-0.84
ANGPTL7	0.48	0.39
ANXA2	0.48	1.06
ARL15	0.48	1.12
ARNTL2	0.48	-0.55
BLOC1S3	0.48	0.15
BPTF	0.48	0.2
BTBD8	0.48	0.8
C11orf88	0.48	-0.36
C4orf45	0.48	0.21
C7orf26	0.48	0.19
CATIP	0.48	0.08
CCNK	0.48	0.42
CDH12	0.48	-0.38
CHAMP1	0.48	-0.15
CLMN	0.48	0.15
CLUHP3	0.48	-0.71
CRIP2	0.48	0.59
CSGALNACT2	0.48	0.35
DAB1	0.48	0.13
DCAF10	0.48	-0.26
DLX1	0.48	0.4
DNASE2	0.48	0.31
DOCK1	0.48	0.56
E2F5	0.48	-0.22
EEF1A1P5	0.48	-0.47
EPRS	0.48	-0.08
ETF1P2	0.48	0.14
FAM131A	0.48	0.7
FAM9B	0.48	0.01
FJX1	0.48	-0.02
FOXD3	0.48	-0.07
FZR1	0.48	0.66
G6PC2	0.48	0.01
GS1-124K5.2	0.48	-0.41
GTPBP4	0.48	0.16
HCFC1R1	0.48	0.39
HIST1H2AJ	0.48	0.89
HMGB1P35	0.48	-0.52
IKBKB	0.48	-0.01
L2HGDH	0.48	0.08
MICB	0.48	0.44
MORC2	0.48	0.18
NCOR2	0.48	-0.04
NFAT5	0.48	0.19
NFE2L3P1	0.48	0.6
NLRC5	0.48	1.54
NTNG1	0.48	0.01
P2RX1	0.48	-0.85
PANK4	0.48	0.2
PDE2A	0.48	0.14
PHF12	0.48	0.86
PKP4	0.48	0.21
PORCN	0.48	0.66
PRAF2	0.48	0.16
PRDM2	0.48	0.08
PRPF18	0.48	0.23
RAB33A	0.48	0.51
REPS1	0.48	0.82
RP11-111F5.2	0.48	-0.63
RP11-115M14.1	0.48	0.48
RP11-20I23.1	0.48	2.12
RP11-423F24.3	0.48	-0.48
RP11-511H9.3	0.48	-0.19
RP11-532M24.1	0.48	0.04
RP11-632C17__A.1	0.48	-0.79
RP3-468K18.6	0.48	0.13
RP4-800G7.2	0.48	-0.22
RPL23AP87	0.48	0.48
RTEL1P1	0.48	0.33
SH3GL1P3	0.48	-0.05
SHISA5	0.48	0.54
SLC35D1	0.48	0.53
SMIM14	0.48	0.51
SPTLC3	0.48	-0.31
SRF	0.48	0.46
ST6GAL1	0.48	-0.46
SYNE1	0.48	0.3
TARBP1	0.48	-0.04
TBC1D8B	0.48	-0.19
TIPARP	0.48	0.34
TMEM241	0.48	-0.01
TMEM41B	0.48	-0.01
TMEM63A	0.48	0.22
TP53BP1	0.48	0.1
TRIP12	0.48	0.31
TUBBP5	0.48	0.01
ZFP36	0.48	1.68
ZNF649	0.48	0.84
ZNF738	0.48	0.47
ZNF814	0.48	-0.13
ZYX	0.48	0.66
ACTB	0.47	0.93
ADAP2	0.47	0.19
AMPD3	0.47	0.11
ARHGAP42	0.47	0.27
ARNTL	0.47	0.35
ATG16L1	0.47	0.46
C20orf194	0.47	0.05
CCDC172	0.47	0.29
CD200	0.47	-0.31
CENPI	0.47	0.38
CFAP69	0.47	-0.1
CNTD1	0.47	0.15
CPE	0.47	0.16
CTC-428H11.2	0.47	0.33
CYLD	0.47	0.29
DACT1	0.47	0.25
DPEP1	0.47	-0.9
DSEL	0.47	-0.29
EEFSEC	0.47	-0.59
ELMOD2	0.47	0.24
EYA1	0.47	0.25
FAM127A	0.47	0.39
FAM91A1	0.47	0.19
FAM98C	0.47	-0.12
FOXK2	0.47	-0.2
FRG1JP	0.47	0.88
GFRA1	0.47	0.92
GORAB	0.47	-0.16
GPX8	0.47	0.68
GTPBP1	0.47	-0.25
HRASLS5	0.47	0.19
HSD11B2	0.47	0.34
ITIH6	0.47	-0.44
KMO	0.47	0.41
KRT18P63	0.47	0.31
LAMC2	0.47	0.69
LHX4	0.47	0.22
MAP1LC3B2	0.47	-0.12
MCF2L2	0.47	-0.23
METTL4	0.47	1.01
MTCO1P40	0.47	0.4
NETO2	0.47	-0.11
NEU3	0.47	0.43
NOD1	0.47	0.16
NOTCH2	0.47	0.26
NPHP3	0.47	0.02
P4HA2	0.47	0.31
PKNOX2	0.47	0.28
PLP2	0.47	0.05
PPP1R14A	0.47	0.51
PUS7	0.47	-0.03
PYGB	0.47	-0.2
RAET1G	0.47	0.24
REEP3	0.47	0.51
RICTOR	0.47	0.41
RIN3	0.47	-0.42
RP1-228P16.7	0.47	0.47
RP11-206L10.8	0.47	0.09
RP11-241F15.1	0.47	0.29
RP11-291L22.9	0.47	0.02
RP11-674I16.1	0.47	0.99
RP4-734P14.4	0.47	0.12
RP4-802A10.1	0.47	-0.03
RPL9P7	0.47	-0.24
RPSAP21	0.47	-0.14
SEPSECS	0.47	1.27
SERPINE2	0.47	-0.11
SLC2A9	0.47	0
SLC37A2	0.47	0.11
SLFNL1	0.47	-0.21
SMCR8	0.47	0
TBC1D25	0.47	0.6
TCF21	0.47	0.7
TEPP	0.47	0.67
TMEM256-PLSCR3	0.47	0.12
TRIM51	0.47	-0.76
UPK3BL	0.47	-0.3
VASN	0.47	0.51
VEGFD	0.47	0.66
VPS13B	0.47	0.39
ZBTB40	0.47	0.31
ZDHHC18	0.47	-0.33
ZNF18	0.47	0.21
ZNF271P	0.47	-0.08
ZNF321P	0.47	0.42
ZNF772	0.47	0.96
ZSCAN32	0.47	0.39
AC002553.4	0.46	-0.11
ACP7	0.46	-0.1
ADAM9	0.46	-0.02
AFG3L2	0.46	0.8
ALG12	0.46	0.24
ANKRD10	0.46	0.14
APH1B	0.46	0.1
ARHGAP18	0.46	0.43
ASIC5	0.46	0.85
ATG4C	0.46	0.58
ATP10D	0.46	1.01
AVIL	0.46	0.31
BRF2	0.46	0.3
CD14	0.46	0.67
CEP295NL	0.46	-0.52
CLEC4A	0.46	-0.1
CRLF1	0.46	1.01
DHRS3	0.46	1.3
DMRTA1	0.46	-0.61
ERN2	0.46	0.23
GLYATL1	0.46	-0.15
IDUA	0.46	-0.56
IL11	0.46	-0.2
IL17B	0.46	0.23
INHBA	0.46	0.07
KCND1	0.46	-0.54
MAP2K3	0.46	1.27
MARCH6	0.46	0.17
MVB12B	0.46	-0.49
MVK	0.46	0.12
NBPF6	0.46	-0.72
NFS1	0.46	0.39
NPRL3	0.46	0.23
NTHL1	0.46	0.7
PACS1	0.46	0.61
PAFAH1B2	0.46	0.3
PGRMC2	0.46	0.1
PKD1L1	0.46	1.33
PPP2R5B	0.46	0.31
PRRG4	0.46	-1.15
PRRX1	0.46	-0.1
RAB5A	0.46	0.28
RALGPS2	0.46	0.39
RNF144A	0.46	-0.38
RP11-140L24.4	0.46	0
RP11-274B21.3	0.46	-0.06
RP11-32B5.1	0.46	0.84
RP11-468E2.4	0.46	0.46
RP11-490K7.4	0.46	0.57
RP3-415N12.1	0.46	-0.46
RSAD2	0.46	1.2
SASH1	0.46	0.35
SLAMF6	0.46	-0.36
SLC39A13	0.46	0.35
SLC6A16	0.46	-0.83
SMYD3	0.46	0.4
SNX29P1	0.46	-0.7
SRCAP	0.46	0.15
STK26	0.46	0.49
STXBP5L	0.46	-0.3
SYCP1	0.46	-1.19
TBC1D3B	0.46	-0.22
TMEM119	0.46	1.53
TPMTP1	0.46	0.5
TPRKBP2	0.46	-0.11
TRIM54	0.46	-0.13
UIMC1	0.46	0.66
USP19	0.46	0.04
WHSC1	0.46	-0.01
XPOT	0.46	-0.32
ZBTB34	0.46	0.01
ZFP64	0.46	0.01
ZNF235	0.46	-0.95
ZNF25	0.46	0.59
ZNF320	0.46	1.98
ZNF486	0.46	-0.16
ZNF799	0.46	-0.04
ZSWIM1	0.46	0.2
AC006449.1	0.45	-0.01
AC007318.5	0.45	0.04
ADGRG3	0.45	0.26
ANKRD34A	0.45	0.43
ARC	0.45	-0.49
ARL17A	0.45	0.26
B3GALNT2	0.45	-0.11
BCR	0.45	-0.23
BIVM	0.45	0.12
C15orf39	0.45	-0.2
CAMK2G	0.45	0.51
CCNYL1	0.45	0.47
CGA	0.45	0.61
CHAT	0.45	0.28
CHRNA1	0.45	0.69
CHST5	0.45	-0.65
CNTROB	0.45	-0.06
CREB3L2	0.45	0.25
CTD-2331H12.5	0.45	0.09
DCAF7	0.45	0.22
DCP1A	0.45	-0.01
DMTN	0.45	1.72
DNLZ	0.45	-0.78
DUSP5	0.45	-0.24
EEF1A1P13	0.45	0.59
EHF	0.45	-0.49
EIF3EP1	0.45	-0.06
ELMSAN1	0.45	0.18
ENPP6	0.45	-0.73
EXOSC6	0.45	-0.03
FAM120A	0.45	1.02
GABRR3	0.45	-0.22
GALNT10	0.45	0.63
GAPDHP62	0.45	-0.16
GBP1P1	0.45	0.44
GDAP2	0.45	0.23
GSDMB	0.45	0.66
HLA-E	0.45	0.75
IARS	0.45	-0.31
KLF11	0.45	-0.21
LRRC4B	0.45	0.49
MAGEB10	0.45	-0.38
MAN2A1	0.45	0.42
MARCH4	0.45	0.46
MECP2	0.45	0.59
MX1	0.45	-1.02
MYOZ3	0.45	-0.47
NBPF10	0.45	0.69
NECAB2	0.45	-0.36
PDGFA	0.45	0.24
PIDD1	0.45	0.05
PIPSL	0.45	0.58
PPAN-P2RY11	0.45	1.14
PRKX	0.45	0.47
RAB11B	0.45	0.29
RGS16	0.45	-0.18
RP11-288E14.2	0.45	1.45
RP11-362F19.2	0.45	-0.02
RP11-39C10.1	0.45	0.46
RPL4P5	0.45	0.49
RRBP1	0.45	0.32
SLC25A34	0.45	0.48
SLC29A2	0.45	-0.4
STT3A-AS1	0.45	0.18
STX2	0.45	0.17
SUPT20HL2	0.45	0.21
TAF13	0.45	0.25
TAOK1	0.45	0.51
TCEB1P19	0.45	0.48
TGFBR3L	0.45	-0.38
THY1	0.45	-0.53
TMEM150C	0.45	-0.21
TMEM154	0.45	-0.34
TNFRSF6B	0.45	0.08
TRPC6	0.45	-0.21
TSEN15	0.45	0.22
TXNRD3	0.45	0.22
UNC5D	0.45	-0.08
USP20	0.45	0.39
USP22	0.45	0.13
UTP20	0.45	0.15
VAMP5	0.45	0.25
WFDC3	0.45	1
ZNF417	0.45	0.21
ZNF460	0.45	0.3
ZNF470	0.45	-1.06
ZNF670-ZNF695	0.45	-0.21
ZNF827	0.45	1.17
AC073415.2	0.44	0
ANKRD13B	0.44	-0.22
AOC1	0.44	0.37
ATE1-AS1	0.44	-0.41
BMP2K	0.44	0.68
C1QTNF9	0.44	-0.39
C9orf3	0.44	0.19
CBS	0.44	-0.54
CCDC146	0.44	0
CCDC149	0.44	0.08
CCNYL2	0.44	0.06
CDHR5	0.44	0.44
CTC-432M15.3	0.44	0.87
CTD-2311M21.2	0.44	-0.39
CYP3A5	0.44	-0.15
DCX	0.44	0.69
DFFBP1	0.44	0.66
DIXDC1	0.44	0.27
DTWD1	0.44	0.37
EPDR1	0.44	0.25
F10	0.44	0.04
FBLIM1	0.44	-0.95
FBXL18	0.44	0.27
FBXO38	0.44	0.61
FILIP1L	0.44	0.07
FOXJ2	0.44	0.24
FXR2	0.44	0.31
GNL3L	0.44	0.39
GTF3C3	0.44	0.28
HEATR1	0.44	0.22
KANSL1L	0.44	0.15
KLHL5	0.44	1.01
KREMEN2	0.44	-0.46
LIPJ	0.44	-0.26
LRRC34	0.44	0.12
MAGT1	0.44	-0.22
MOCS1	0.44	0.01
MPP6	0.44	-0.63
NAPEPLD	0.44	0.14
NCOA6	0.44	0.25
NEDD9	0.44	-0.15
NR1H4	0.44	0.14
ONECUT3	0.44	-0.01
P4HB	0.44	0.24
PCNX2	0.44	0.35
PIGB	0.44	0.01
RALGAPA2	0.44	0.03
RAPGEF1	0.44	0.05
RARS2	0.44	2.76
RNF10	0.44	0.14
RNF112	0.44	0.44
RP11-24B13.2	0.44	-0.32
RP11-259P15.3	0.44	0.67
RP11-394A14.2	0.44	0.57
RP11-419C5.2	0.44	0.05
RP11-694I15.7	0.44	-0.22
RP11-694O4.1	0.44	0.31
RP4-657E11.10	0.44	0
RPL5P34	0.44	0.14
RPTOR	0.44	0.41
SAMD4B	0.44	0.19
SHC1	0.44	0.52
SLC2A10	0.44	0.03
SLC38A7	0.44	0.19
SLC41A1	0.44	0.17
SMAP2	0.44	0.66
SNX18P3	0.44	-0.07
SOCS5	0.44	0.6
SP8	0.44	0.13
SRPRB	0.44	-1.04
TCERG1	0.44	0.09
TES	0.44	0.23
TMCC3	0.44	-0.58
TMCO4	0.44	0.2
TMEM231	0.44	-0.55
TP73	0.44	-0.34
TRIM11	0.44	0.07
TSPYL1	0.44	0.2
TUBG2	0.44	0.04
UBE2H	0.44	0.07
UQCRHL	0.44	-0.94
VMA21	0.44	0.15
VSTM1	0.44	0.24
VSX1	0.44	-0.28
ZNF268	0.44	0.74
ZNF442	0.44	-0.8
ZNF467	0.44	0.71
ZNF614	0.44	0.63
ZNF677	0.44	-0.44
ZNF701	0.44	1.73
ZNF812P	0.44	0.15
ADAMTS14	0.43	-0.08
AGAP10P	0.43	-0.17
ALOXE3	0.43	0.28
ARCN1	0.43	0.01
ARIH2	0.43	0.15
ASH1L	0.43	0.44
ATF5	0.43	0.22
ATOH8	0.43	1.49
ATRX	0.43	-0.12
B4GALT1	0.43	0.26
BOC	0.43	1.1
CCDC85A	0.43	0.23
CECR7	0.43	0.25
CLTB	0.43	0.81
CMIP	0.43	0.32
COPS7B	0.43	0.18
CPB1	0.43	-0.14
CRB3	0.43	0.35
CRCP	0.43	0.07
DIAPH3	0.43	0.85
DMD	0.43	-0.02
DRGX	0.43	0.1
DTD2	0.43	-0.02
EEF1A1	0.43	-0.48
EIF4E3	0.43	0.21
ERAP1	0.43	0.31
FAM134C	0.43	0.18
FAM151B	0.43	-0.91
FAM65A	0.43	0.48
FCMR	0.43	0.35
FDXACB1	0.43	0
FER1L5	0.43	-0.64
FLG2	0.43	-0.18
FRMPD4	0.43	0.32
FTH1	0.43	0.23
FURIN	0.43	-2.43
GAPDHP23	0.43	0.43
GLMN	0.43	0.57
GP1BA	0.43	0.64
GRWD1	0.43	0.2
GUSBP9	0.43	0.74
HOOK3	0.43	0.11
HPCAL1	0.43	0.72
HSPA1B	0.43	-0.54
HSPA2	0.43	0.14
IFT46	0.43	0.17
IL18	0.43	0.15
INTS7	0.43	0.22
IPO4	0.43	0
ITM2B	0.43	1.04
KRT8P47	0.43	-0.1
KRTAP1-5	0.43	0.23
LDLR	0.43	-0.15
LRP12	0.43	0.6
LRRC36	0.43	-0.42
MACROD1	0.43	-0.1
MAML2	0.43	-0.19
MS4A6A	0.43	-0.12
MSRB2	0.43	-0.09
NFIB	0.43	0.27
NLRP2	0.43	-0.07
NRGN	0.43	0.99
PAX8	0.43	-0.33
PCGF2	0.43	0.48
PICALM	0.43	0.33
PLP1	0.43	0.86
POGZ	0.43	0.21
PTPRM	0.43	0.47
PTPRS	0.43	0.14
PVR	0.43	-0.02
RFPL4AL1	0.43	0.1
RND2	0.43	-0.95
RP11-353N4.5	0.43	-1.01
RP11-382D8.5	0.43	-0.07
RP11-50D9.1	0.43	0.3
RP11-540B6.3	0.43	0.8
RP11-568K15.2	0.43	0.05
RP11-701H24.9	0.43	0.32
RP11-96C23.11	0.43	0.43
RXFP2	0.43	-0.08
SAG	0.43	-0.61
SAMD4A	0.43	0.15
SENP5	0.43	0.2
SH2B1	0.43	0.34
SHROOM1	0.43	-0.5
SLC34A2	0.43	-0.42
SLC4A11	0.43	0.23
SLX4IP	0.43	0.09
SNF8	0.43	-0.02
SOX4	0.43	0.62
SRMS	0.43	-0.1
STAT4	0.43	1.27
TAF5L	0.43	-0.43
TAS2R5	0.43	0.25
TBC1D23	0.43	0.34
TMEM132A	0.43	0.25
TMUB1	0.43	0.66
TOR1AIP2	0.43	0.21
TRAF1	0.43	1.08
TRIM16L	0.43	0.23
USHBP1	0.43	-0.08
VANGL2	0.43	-0.04
VWC2	0.43	-0.24
WDR47	0.43	0.42
ZFP36L1	0.43	0.07
ZKSCAN2	0.43	0.14
ZMAT1	0.43	0.63
ZNF142	0.43	-0.18
ZNF347	0.43	-0.28
ZNF395	0.43	0.51
ZNF623	0.43	0.31
ZNF629	0.43	0.31
ZNF71	0.43	0.37
ZSCAN29	0.43	0.11
ABCC9	0.42	-0.77
AC094019.4	0.42	0.12
ACTG1P15	0.42	0.63
AKAP9	0.42	0.22
ARHGAP44	0.42	0.41
ARL6IP6	0.42	0.24
ARRDC2	0.42	-0.63
ATP8B1	0.42	-0.22
BTF3P12	0.42	-0.09
C19orf54	0.42	-0.32
C2orf27A	0.42	-0.19
C3orf20	0.42	-0.8
CARS	0.42	-0.14
CENPV	0.42	0.21
COL19A1	0.42	-0.67
COL26A1	0.42	0.27
CRYZP1	0.42	0.3
CTC-493P15.2	0.42	0.27
DCAF17	0.42	0.46
DCBLD2	0.42	0.44
DHRS1	0.42	0.17
DLEU7	0.42	0.42
DYNC1LI2	0.42	0.65
EIF2S2P2	0.42	1.2
ELOVL7	0.42	0.41
EML2	0.42	0.21
FREM2	0.42	0.02
GHRL	0.42	0.82
GPRIN2	0.42	-0.34
HERC2P4	0.42	0.66
HRCT1	0.42	0.42
IDI1	0.42	0.11
IL1RAPL1	0.42	-0.1
IRAK1	0.42	0.46
ISG20L2	0.42	0.31
KIAA1328	0.42	-0.21
KLHL28	0.42	0.31
KRTAP7-1	0.42	0.42
LEMD2	0.42	0.47
MFHAS1	0.42	0.54
NHS	0.42	0.61
NKAIN4	0.42	0.01
OSMR	0.42	0.89
PARP14	0.42	0.87
PCDH10	0.42	-0.42
PCDHB8	0.42	0.37
PHKB	0.42	0.39
PHLPP2	0.42	-0.02
PITPNM3	0.42	0.02
PLEKHA3	0.42	0.32
PPP2R3B	0.42	0.49
PSMD1	0.42	1.25
PTBP2	0.42	0.45
PTGFRN	0.42	0.25
RAB5CP1	0.42	0.33
