geneID	FC_X	FC_Y
PGGHG	0.4	-0.54
PRSS27	0.4	-0.48
PTPN13	0.4	-0.21
RFX3	0.4	0.25
RP1-131F15.2	0.4	0.62
RP11-101O6.2	0.4	0.02
RP11-124L9.1	0.4	-0.06
RP11-136C24.3	0.4	0.9
RP11-43P8.2	0.4	0.28
RP11-690I21.3	0.4	0.4
RPL27A	0.4	0.3
RPL3L	0.4	0.28
RPL5P22	0.4	-0.22
RPS26P6	0.4	-0.08
RPS4XP22	0.4	-0.42
RUBCN	0.4	-0.07
RWDD1	0.4	0.4
SAT2	0.4	0.2
SFTPC	0.4	-0.35
SH2B1	0.4	-0.03
SOAT2	0.4	0.4
TBC1D8B	0.4	0.37
TCF25	0.4	0.23
TNKS1BP1	0.4	0.21
TOM1	0.4	-0.04
TRPA1	0.4	0.28
TXNL4B	0.4	0.25
UBE2L6	0.4	0.36
UBE2V1P1	0.4	-0.4
UBR2	0.4	0.26
WDR70	0.4	0.33
ZFYVE26	0.4	0.18
ZNF419	0.4	-0.12
ABCA11P	0.39	-0.98
ABCB10	0.39	0.12
AC012454.4	0.39	0.35
ACADSB	0.39	-0.12
ALKBH3	0.39	0.44
AMER2	0.39	0.07
AP1S3	0.39	0.46
ARHGAP23	0.39	0.34
ARSD	0.39	0.26
ATP6V0E2	0.39	0.17
BTN2A1	0.39	0.1
C17orf107	0.39	-0.75
C5orf42	0.39	0.3
CACTIN	0.39	0.7
CASP10	0.39	-0.19
CCNB3	0.39	-0.78
CECR1	0.39	-0.14
CEP295NL	0.39	0.54
CGA	0.39	0.39
CGB3	0.39	-0.29
COG2	0.39	0.5
COG3	0.39	0.81
COL14A1	0.39	0.35
COPG1	0.39	-0.1
CWC25	0.39	0.16
CXCL1	0.39	0.6
DCBLD1	0.39	0.28
DLX2	0.39	0.12
DMPK	0.39	0.55
EPB41L4B	0.39	0.17
FAM76B	0.39	0.52
FBLN2	0.39	-0.04
GATA4	0.39	1.06
GCC1	0.39	0.16
GCNT3	0.39	-0.15
GOLGA5	0.39	0.33
GPRASP1	0.39	1.04
GRAMD1B	0.39	0.38
GRID1	0.39	0.41
HNMT	0.39	0.45
IRGM	0.39	-0.1
IRX2	0.39	0.41
KLHL5	0.39	0.05
KMT2C	0.39	0.06
KRT18P34	0.39	0.16
LINC00371	0.39	0.48
LRRC74A	0.39	0.54
LYG1	0.39	-0.59
MICAL1	0.39	0.27
MINK1	0.39	-0.1
MYB	0.39	-0.14
MYRFL	0.39	0.39
NBPF26	0.39	0.7
NEIL1	0.39	-0.57
NPAP1	0.39	0.03
OTUD7A	0.39	-0.58
PCGF1	0.39	0.02
PLAC8L1	0.39	-0.61
PLEKHF1	0.39	0.01
PLIN4	0.39	0.74
PLXNA4	0.39	0.79
PMS2P5	0.39	0.05
POR	0.39	-0.13
PROX2	0.39	0.58
PTPRZ1	0.39	0.08
RIBC1	0.39	-0.43
RP11-156F23.2	0.39	0.55
RP11-325L12.5	0.39	-0.04
RPL23AP74	0.39	0.56
RPS25	0.39	0.19
RRN3P1	0.39	0.5
SEC24D	0.39	0.36
SGMS1	0.39	0.39
SH2D3C	0.39	0.14
SH3TC2	0.39	0.1
SLC22A1	0.39	1.64
SLC29A4	0.39	0.33
SNX29P2	0.39	0.83
STX2	0.39	0.31
SULT1A3	0.39	-0.05
SYDE2	0.39	-0.32
TBRG1	0.39	-0.21
TMC8	0.39	0.97
TMEM239	0.39	-0.07
TMEM25	0.39	0.2
TMSB4XP4	0.39	0.65
TSHZ2	0.39	0.08
WASH1	0.39	-2.94
YRDC	0.39	0.17
ZNF12	0.39	0.27
ZNF587	0.39	-0.38
ZSCAN12P1	0.39	-0.08
ABCC1	0.38	0
AC002543.2	0.38	0.47
AC004951.5	0.38	0.17
ACAP2	0.38	0.59
AGAP7P	0.38	0
AP1G2	0.38	-0.04
AQP6	0.38	0.16
ASTE1	0.38	0.08
BRSK2	0.38	0.17
BTN3A1	0.38	0.24
CBFA2T3	0.38	0.38
CELF3	0.38	0.34
CLK1	0.38	-0.01
CREB3	0.38	0.01
DHDDS	0.38	0.34
DNAJC16	0.38	0.07
FAM118A	0.38	0.27
FCF1P7	0.38	-0.75
FREM1	0.38	0.64
GABRR2	0.38	-0.71
GALNT3	0.38	0.38
GAPDHP62	0.38	0.61
GDF15	0.38	0.55
GGA1	0.38	0.14
GTF2H3	0.38	0.66
HOXD4	0.38	0.38
HS3ST3B1	0.38	0.48
HUS1	0.38	0.43
IL12RB1	0.38	0.34
IL1RAPL1	0.38	-0.67
KARSP1	0.38	-0.15
KIAA0895	0.38	-0.12
KIAA1549	0.38	0.15
KLHL6	0.38	-0.23
KRT18P31	0.38	0.2
LGI1	0.38	-0.44
LINC00674	0.38	0.87
MBL1P	0.38	0.3
MCEE	0.38	0.47
MED27	0.38	0.33
MT1X	0.38	0.53
NUP93	0.38	0.47
P2RY2	0.38	-0.48
PALM	0.38	0.56
PCYT1A	0.38	-0.29
POFUT2	0.38	-0.18
POU5F1	0.38	-0.03
PRDM2	0.38	0.22
PSD	0.38	-0.1
RABEPK	0.38	0.13
RAD54L2	0.38	-0.14
RBM28	0.38	0.53
RGPD5	0.38	0.7
RGS16	0.38	-0.02
RHBDF1	0.38	0.13
RNF167	0.38	0.24
RP11-286N22.8	0.38	0.25
RP11-288K12.1	0.38	0.44
RP11-325O24.5	0.38	0.84
RP11-475C16.1	0.38	0.77
RP4-539M6.19	0.38	1.32
RPS6KA1	0.38	0.79
RUFY1	0.38	-0.11
SCAPER	0.38	0.01
SCD	0.38	0.71
SEC16A	0.38	-0.1
SERBP1P5	0.38	0.84
SIAH2	0.38	0.33
SLC6A16	0.38	-0.25
SMC5	0.38	0.15
SMIM8	0.38	0.29
SPR	0.38	0.06
TARBP1	0.38	0.2
TEKT5	0.38	1.39
TERF2	0.38	-0.15
TGFBI	0.38	0.38
TMEM41A	0.38	0.31
TMEM94	0.38	0.01
TRIP10	0.38	0.2
TXLNGY	0.38	0.92
UBE2Q1	0.38	-0.07
UBE2W	0.38	0.25
UNC13B	0.38	0
VPREB3	0.38	0.59
WDR46	0.38	0.32
YIF1A	0.38	0.07
ZBTB49	0.38	0.45
ZFP91-CNTF	0.38	0.15
ZNF414	0.38	-0.06
ZNF595	0.38	0.2
ZNF618	0.38	-0.05
ZNF710	0.38	-0.52
A2M	0.37	-0.52
ABL1	0.37	-0.45
ACAA1	0.37	0.05
AK4P3	0.37	0.61
AL078584.1	0.37	0.49
ALKBH7	0.37	0.14
ATN1	0.37	-0.04
B4GALT1	0.37	0.25
BNIP1	0.37	0.27
BRPF1	0.37	1.36
BTBD11	0.37	0.34
BVES	0.37	0.23
C6orf62	0.37	0.06
CCDC115	0.37	0.2
CCDC94	0.37	0.01
CDC42EP2	0.37	1.5
CES2	0.37	0.18
CES4A	0.37	-0.36
CHODL	0.37	-0.39
CLCN3	0.37	0.16
CLPTM1L	0.37	0.49
CNR2	0.37	0.47
COL6A4P2	0.37	0.61
COPB2	0.37	0.18
CPHL1P	0.37	-0.04
CXorf36	0.37	0.02
DPH3	0.37	0.46
EFCAB13	0.37	-0.44
ELL3	0.37	0.05
EXOC7	0.37	-0.01
FAM228B	0.37	0.28
FNBP1	0.37	0.78
GKAP1	0.37	-0.2
GPR1	0.37	-0.68
GPRASP2	0.37	0.37
HSD17B1P1	0.37	0.01
IQUB	0.37	-0.31
KLB	0.37	-0.08
LRP2	0.37	-0.77
MAGEA6	0.37	1.02
MAPK8IP1	0.37	0.04
MAPRE3	0.37	0.05
MED1	0.37	0.19
MTX3	0.37	0.59
MXRA7	0.37	0.41
NCOA1	0.37	0.36
NICN1	0.37	-0.21
OSBPL6	0.37	-0.24
PARP14	0.37	-0.23
PCDHB19P	0.37	0.47
PKD1L3	0.37	0.2
PKD2L2	0.37	0.55
PLIN1	0.37	0.76
PPP2CB	0.37	0.1
PRUNE1	0.37	0.23
PSMD10P2	0.37	-0.21
PYROXD1	0.37	0.05
RAB11FIP2	0.37	0.35
RAB14	0.37	0.15
RAB5B	0.37	0.42
RGS14	0.37	0.17
RP11-168A11.4	0.37	0.36
RP11-29H23.7	0.37	0.15
RP11-651P23.4	0.37	0.59
RP11-749H20.3	0.37	0.45
RP11-927P21.7	0.37	-0.49
RP5-1052I5.2	0.37	0.25
RPL10P1	0.37	-0.21
RPLP0P6	0.37	0.34
RPN1	0.37	0.19
RPS10	0.37	-0.02
RPS6	0.37	0.15
SART1	0.37	0.9
SDF2L1	0.37	0.34
SERHL2	0.37	-0.41
SHBG	0.37	-0.15
SLC2A5	0.37	0.51
SLC6A14	0.37	0.36
SPECC1L	0.37	0.55
SPSB3	0.37	-0.11
ST3GAL5	0.37	0.05
STAT1	0.37	0.84
TACR2	0.37	0.32
TEX2	0.37	0.43
TLX2	0.37	0.22
TMEM136	0.37	-0.36
TMEM39A	0.37	-0.12
TNN	0.37	0.37
TNRC6C	0.37	-0.64
TPD52L2	0.37	0.14
TRIM25	0.37	0.56
TRIM34	0.37	0.24
TRIP4	0.37	0.09
TYW5	0.37	0.57
ZDHHC5	0.37	0.3
ZNF451	0.37	0
ZNF506	0.37	0.65
ZNF556	0.37	0.11
ZSWIM3	0.37	0.12
ALDH6A1	0.36	-0.04
ALOX15B	0.36	0.28
ASCC3	0.36	0.22
ATXN2	0.36	0.04
BCAT1	0.36	0.04
C11orf71	0.36	0.02
C11orf80	0.36	0.04
C12orf73	0.36	-0.09
C14orf28	0.36	-0.15
CCR9	0.36	0.12
CFAP44	0.36	0.18
CHPF2	0.36	-0.23
CIDECP	0.36	0.39
CLN8	0.36	0.23
COL4A4	0.36	0.67
CTDSPL	0.36	-0.09
CYSTM1	0.36	0.37
EDEM1	0.36	0.15
EXOSC6	0.36	-0.1
FAM172A	0.36	0.53
FAM78B	0.36	-0.37
FARP2	0.36	0.32
FBXO10	0.36	-0.23
FER	0.36	-0.02
FLJ22763	0.36	-0.59
FSCN3	0.36	0.36
GOLGA6B	0.36	0.42
GPR153	0.36	-0.04
HSPA13	0.36	0.45
ING5	0.36	0.2
ISCU	0.36	0.14
ITGA1	0.36	-0.69
LMAN2L	0.36	0.34
MAP3K2	0.36	0.07
MFSD4BP1	0.36	0.32
MT-ND4	0.36	0.39
MYLIP	0.36	0.26
NELFCD	0.36	-0.27
NGRN	0.36	0.06
NSUN5P2	0.36	0.46
OAS1	0.36	1.74
OR13I1P	0.36	0.89
OSER1	0.36	0.26
PDSS2	0.36	0
PGBD1	0.36	1.37
PLXNA2	0.36	0.87
PRSS36	0.36	-0.07
RAB20	0.36	0.84
RABGAP1L	0.36	-0.02
RNA5-8SP6	0.36	-2.14
ROBO3	0.36	-0.27
RP11-307A17.2	0.36	0.12
RP11-307L14.1	0.36	0.05
RP11-413E6.11	0.36	0.36
RP11-5A19.5	0.36	0.13
RP11-96O20.4	0.36	0.36
RPL31	0.36	0.09
RPL7P24	0.36	0.14
SIRT3	0.36	0.36
SLC35F6	0.36	-0.02
SLC6A9	0.36	-0.69
SLC7A5P2	0.36	1.25
SMG1P6	0.36	-0.59
TEN1-CDK3	0.36	0.13
THAP3	0.36	0.3
TMTC2	0.36	-0.26
TOP3B	0.36	-0.13
TRPT1	0.36	0.14
TTC21B	0.36	0.38
TXLNB	0.36	0.36
VAMP4	0.36	0.85
VARS2	0.36	0.52
WDR19	0.36	0.14
ZDHHC8	0.36	-0.18
ZFP64	0.36	0
ZNF133	0.36	0.29
ZNF441	0.36	0.4
ZNF793	0.36	0.1
ZNF891	0.36	0.42
AKAP17A	0.35	0.6
AKAP7	0.35	0.51
ALKBH6	0.35	-0.03
AP3S2	0.35	0.43
ARF4	0.35	0.12
ATP7B	0.35	-0.11
C22orf23	0.35	0.18
C4B	0.35	0.13
CACNA1A	0.35	0.09
CADPS	0.35	0.22
CDA	0.35	0.35
CDPF1	0.35	0.18
CFAP57	0.35	-0.43
CHIAP2	0.35	0.1
CHRNB1	0.35	0.41
CLEC12B	0.35	0.28
CLTC	0.35	0.42
CMYA5	0.35	0.21
CPLX4	0.35	0.12
CUZD1	0.35	-0.55
CXXC5	0.35	-0.04
CYP7A1	0.35	-0.03
DHCR7	0.35	0.19
DKK1	0.35	-0.2
DMRTA1	0.35	0.57
DNAJC14	0.35	-0.11
DNAJC3	0.35	0.1
DTX3L	0.35	0.21
DUSP14	0.35	-0.17
ECEL1	0.35	0.35
EDA2R	0.35	-0.01
EEF1A1P25	0.35	-0.11
EIF3E	0.35	0.35
ESRRA	0.35	0.06
FAM171B	0.35	0.22
GANC	0.35	-0.06
GMPR2	0.35	0.19
GSTTP1	0.35	-0.03
HSPA8P19	0.35	-0.38
INPPL1	0.35	0.05
IVNS1ABP	0.35	0.3
KCTD13	0.35	-0.21
KRT8P33	0.35	-0.33
LARP1B	0.35	0.72
LIMK2	0.35	0.34
LLGL1	0.35	0.09
MCAM	0.35	-0.07
ME3	0.35	0.41
METTL2A	0.35	0.21
MORC2	0.35	0.05
MT-ND1	0.35	0.09
NLRP1	0.35	0.12
NME6	0.35	0.18
PCNX1	0.35	0.06
PDZK1	0.35	0.71
PEX11B	0.35	0.09
PLEKHB2	0.35	0.36
PML	0.35	0.16
PNLDC1	0.35	0.22
POLR2A	0.35	-0.44
POTEB3	0.35	-0.42
PPP1R14B	0.35	0.62
PPP1R42	0.35	0.1
PRR5	0.35	0.23
RAB11FIP4	0.35	0.25
RHBDD1	0.35	0.13
RIT1	0.35	0.18
RP11-288E14.2	0.35	0.65
RP11-302B13.5	0.35	-0.5
RP11-38O23.4	0.35	1.39
RP11-43F13.1	0.35	1.85
RP3-465N24.5	0.35	-0.29
SFRP1	0.35	-0.02
SHMT1P1	0.35	0.12
SIL1	0.35	-0.25
SIM2	0.35	0.01
SLC39A11	0.35	0.3
SLC9A1	0.35	0.65
SNAPC5	0.35	0.41
SORCS1	0.35	0.2
SPINT2	0.35	0.13
SSR4	0.35	0.26
ST6GALNAC4	0.35	-0.24
STIP1	0.35	0.28
SWI5	0.35	0.17
SYT7	0.35	0.86
TAF13	0.35	0.17
TATDN1	0.35	0.34
TMEM192	0.35	0.47
TOX4	0.35	0.05
TP53RK	0.35	0.05
TYW1	0.35	0.37
VPS11	0.35	0.15
XPO4	0.35	0.43
ZNRD1ASP	0.35	0.31
AC006042.8	0.34	0.85
AC074019.2	0.34	0.01
AC105339.1	0.34	-0.63
ACMSD	0.34	0.08
ADM2	0.34	0.89
AGO2	0.34	-0.16
AKTIP	0.34	0.09
ARL16	0.34	0.21
BAZ2A	0.34	0.15
C12orf65	0.34	0.05
CCAR2	0.34	0.1
CCDC57	0.34	-0.29
CDK16	0.34	0.14
COPB1	0.34	0.4
CORIN	0.34	-0.94
CPD	0.34	0.46
CSK	0.34	0.24
CSNK1A1	0.34	0.41
CSNK1E	0.34	0.21
CTD-2248H3.1	0.34	-0.26
CYB5R1	0.34	0
DBNDD2	0.34	-0.52
DCDC2	0.34	0.94
FAM221B	0.34	0.04
FAU	0.34	0.21
FOS	0.34	0.31
FZD5	0.34	0
GBF1	0.34	0.83
GOLGA6L3	0.34	0.84
GRM1	0.34	-0.08
HS3ST2	0.34	0.33
IFFO1	0.34	0.24
IFI6	0.34	0.18
ILDR2	0.34	-0.25
ING2	0.34	0.59
IQCH	0.34	-0.56
JPH2	0.34	1.12
KAZN	0.34	-0.13
KLF4P1	0.34	-0.16
LPAR4	0.34	0.57
LRRC3	0.34	0.72
LY6K	0.34	-0.73
MAN2A1	0.34	0.16
MCAT	0.34	0.27
MCOLN1	0.34	0.23
MED25	0.34	0.01
MEFV	0.34	1.19
MICA	0.34	0.33
MRRF	0.34	0.36
MSMO1	0.34	0.13
MT-ND4L	0.34	0.34
MYD88	0.34	1.21
NAA16	0.34	0.26
NEPRO	0.34	0.28
OGDH	0.34	0.13
PCDHA5	0.34	0.57
PDZD4	0.34	0.04
PITPNM1	0.34	0.37
PLEKHD1	0.34	0.79
PPP2R2C	0.34	0.34
PTGES3L	0.34	0.06
RAB19	0.34	-0.23
RAB1A	0.34	0.39
RBM43	0.34	0.28
RP11-1348G14.1	0.34	0.31
RP11-14D22.2	0.34	0.73
RP11-305M3.2	0.34	0.17
RP11-354K4.1	0.34	0.57
RP11-514O12.4	0.34	-0.26
RP3-415N12.1	0.34	-0.68
RP3-454G6.2	0.34	-0.01
RPL36A	0.34	0.08
RPL7	0.34	0.13
RSPH10B	0.34	-0.19
S100A11	0.34	0.47
SAMD9L	0.34	0.9
SLFN12L	0.34	-0.01
SPDYE2	0.34	-0.4
SRP68	0.34	0.08
TAF12	0.34	-0.45
TAF1D	0.34	0.37
TEX12	0.34	-0.31
TFIP11	0.34	0.13
TMED7	0.34	0.3
TMEM143	0.34	0.07
TMEM159	0.34	0.16
TMEM53	0.34	0.22
TRAPPC11	0.34	0.36
TVP23B	0.34	0.17
TXNIP	0.34	0.38
UBFD1	0.34	0.37
UFM1	0.34	0.05
YTHDC1	0.34	-0.03
ZNF141	0.34	-0.1
ZNF692	0.34	0.06
ZNF70	0.34	-0.02
AC016292.3	0.33	0.25
ACADS	0.33	-0.11
AL022067.1	0.33	0.69
ALDH3B1	0.33	-0.38
AMHR2	0.33	0.32
ANKRD49	0.33	-0.2
ANO7L1	0.33	-0.11
AP1M2	0.33	0.56
APOL2	0.33	0.13
ATP6V1G2-DDX39B	0.33	-0.39
BIRC6-AS2	0.33	0.74
C14orf105	0.33	-0.36
C20orf144	0.33	0
C21orf140	0.33	0.3
C3orf20	0.33	0.59
C5orf22	0.33	0.37
CALR3	0.33	0.54
CCDC28B	0.33	0.2
CDH15	0.33	-1.44
CNNM4	0.33	-0.11
CRCP	0.33	-0.02
CTB-63M22.1	0.33	0.9
DENND1C	0.33	0.75
DFFA	0.33	0.35
DGKE	0.33	0.18
FAM46D	0.33	1.06
FUT9	0.33	-0.39
GALR2	0.33	0.64
GAREM1	0.33	0.98
GATS	0.33	-0.78
GCDH	0.33	0.2
GDE1	0.33	-0.26
GFM1	0.33	0.39
GOLGA8H	0.33	0.43
GTF2IP7	0.33	0.2
GTPBP3	0.33	-0.07
HINFP	0.33	-0.16
HIST1H1E	0.33	1.37
HIVEP1	0.33	-0.19
HNRNPA1L2	0.33	-0.19
IARS2P1	0.33	0.26
INTS12	0.33	0.2
KCNIP4	0.33	0.29
KHDRBS3	0.33	0.1
KIAA0895L	0.33	0.17
LLpac-136A2.1	0.33	0.4
LOXL1	0.33	0.28
LRRC37A5P	0.33	0.23
MAGEH1	0.33	0.26
MED18	0.33	0.11
MTCO1P25	0.33	-0.06
MTSS1L	0.33	-0.64
MYO1G	0.33	0.72
NBPF3	0.33	-0.14
NFKBIZ	0.33	0.59
NPM1P40	0.33	0.49
NUFIP1	0.33	0.43
NUP210	0.33	-0.21
OR7E162P	0.33	-0.51
PEX6	0.33	0.16
PHF8	0.33	-0.18
POLR2M	0.33	0.15
PRPF18	0.33	0.09
R3HCC1	0.33	0.15
RAB9B	0.33	0.03
RP11-111M22.5	0.33	0.27
RP11-147I3.1	0.33	0.36
RP11-231P20.6	0.33	0.87
RP11-717K11.2	0.33	0.39
RP9	0.33	0.44
RPL22L1	0.33	0.8
RPL34	0.33	0.01
RPL3P3	0.33	0.29
RPL7P11	0.33	-0.15
RPS27AP12	0.33	0.44
RPS27P23	0.33	0.13
RPS2P5	0.33	-0.52
RPS2P7	0.33	0.08
SCN7A	0.33	0.47
SERP1	0.33	0.03
SIGIRR	0.33	-0.25
SIX3	0.33	0.24
SNAP23	0.33	0.13
ST3GAL3	0.33	0.13
TDRD7	0.33	0.38
TMEM169	0.33	0.02
TMEM63A	0.33	0.16
TRAPPC2	0.33	0.08
TRMT10B	0.33	0.44
TRPM4	0.33	0.01
TTC21A	0.33	-0.55
ULBP3	0.33	0.13
VASH1	0.33	0.21
VCPKMT	0.33	-0.03
VIMP	0.33	0.06
WDR88	0.33	0.62
WDR90	0.33	0.55
XX-FW81066F1.2	0.33	0.33
YIPF6	0.33	0.31
ZDHHC9	0.33	-0.06
ZFP1	0.33	0.66
ZNF257	0.33	0.58
ZNF593	0.33	0.01
ZNF91	0.33	0.37
ZNRD1	0.33	0.27
ZSWIM7	0.33	0.1
ZXDB	0.33	0.58
AC073410.1	0.32	-0.14
AC111200.2	0.32	-0.25
AC138645.1	0.32	0.7
AC244489.1	0.32	0.89
ACTG1P1	0.32	0.64
AGAP14	0.32	-0.71
AKIP1	0.32	0.31
ANKRD20A7P	0.32	0.32
ANKRD39	0.32	0.2
ARAF	0.32	0.06
ARF1	0.32	0.14
ARL1	0.32	0.31
ATG4A	0.32	0.37
BIVM	0.32	0.46
C19orf52	0.32	0.2
C20orf196	0.32	0.04
CBWD7	0.32	0.47
CDKN2AIP	0.32	0.32
CHP1	0.32	-0.03
CHST6	0.32	0.09
CLEC3A	0.32	0.33
CNNM3	0.32	0.11
CNOT4	0.32	0.13
CNTNAP2	0.32	-0.02
COG1	0.32	0.02
COX14	0.32	0.16
COX7A2L	0.32	0.24
CR2	0.32	-0.39
CTR9	0.32	0.28
CYP2D6	0.32	-1.11
DIP2B	0.32	0.28
DLL4	0.32	0.32
ENTPD1	0.32	0.57
ERP44	0.32	0.35
EXOG	0.32	-0.1
FAM49A	0.32	0.56
FAM98A	0.32	0.15
FGD4	0.32	0.34
FKBP2	0.32	0.15
GNA12	0.32	0.24
GOLGA2P11	0.32	1.04
GOPC	0.32	0.01
GTF2H5	0.32	-0.31
HDAC10	0.32	0.03
HDAC7	0.32	0.06
HMGN5	0.32	0.71
HOXB9	0.32	0.44
HS3ST1	0.32	-0.29
IDUA	0.32	0.11
IER5L	0.32	1.09
IFFO2	0.32	0.28
IL11	0.32	0.77
IRF2BP2	0.32	0.24
JUP	0.32	-0.59
KCNJ3	0.32	0.41
KCNJ6	0.32	0.23
KCTD11	0.32	0.05
KLHL18	0.32	-0.26
KLHL22	0.32	-0.21
LINC00493	0.32	0.22
LINC00869	0.32	-0.05
MAGI2	0.32	1.38
MEGF9	0.32	-0.06
METTL25	0.32	0.37
MMAB	0.32	0.09
MNX1	0.32	0.13
MRPS36	0.32	0.35
NABP2	0.32	0.25
NDUFA5P11	0.32	0.5
NDUFB8P2	0.32	0.24
NOCT	0.32	0.58
OLA1P3	0.32	0.16
OR5A2	0.32	0.21
PGR	0.32	0.32
PLSCR2	0.32	0.37
PMFBP1	0.32	0.23
POTEC	0.32	-0.33
PPM1E	0.32	-0.7
PTPN2P1	0.32	-0.59
RAB3IP	0.32	0.08
RFX4	0.32	-0.2
RGCC	0.32	0.32
RP11-295P9.13	0.32	0.21
RP11-472B18.1	0.32	0.12
RP11-475I24.9	0.32	0.68
RP11-537I16.2	0.32	0.47
RP11-715J22.1	0.32	0.24
RP5-999L4.2	0.32	-0.88
RPL12	0.32	0.09
RPL4P4	0.32	0.84
RPS7P1	0.32	-0.92
RRP36	0.32	0.49
RSPH10B2	0.32	-0.32
RTP4	0.32	0.6
SAR1A	0.32	0.21
SCUBE2	0.32	0.46
SERTAD3	0.32	0.01
SKIV2L	0.32	0.65
SLC25A6	0.32	0.06
SLC38A2	0.32	0.16
SULT1B1	0.32	0.19
TATDN2	0.32	0.03
TGM5	0.32	0.77
THAP7	0.32	0.31
TIMM9P2	0.32	0.1
TM2D1	0.32	0.24
TRHDE	0.32	0.91
TRIM4	0.32	0.08
TRIQK	0.32	0.28
TTC16	0.32	-0.11
UBAC1	0.32	0.42
WFIKKN1	0.32	0.72
WIPF2	0.32	-0.36
YIF1B	0.32	0.2
ZNF157	0.32	0.02
ZNF697	0.32	0.86
ZSCAN32	0.32	-0.17
A1BG	0.31	0.2
ABCC11	0.31	0.18
AMN1	0.31	0.14
ANTXRL	0.31	-0.17
AP006222.2	0.31	0.57
APOPT1	0.31	-0.05
ATP5F1P1	0.31	0.18
BARHL2	0.31	0.58
BCAM	0.31	0.14
BTN2A2	0.31	0.29
C9orf16	0.31	0.14
CALCB	0.31	0.33
CALML6	0.31	0.05
CCDC121	0.31	-0.07
CCDC82	0.31	0.01
CCNK	0.31	0.31
CHCHD5	0.31	0.21
CNOT6L	0.31	0.06
COL27A1	0.31	-0.26
COL6A2	0.31	0.21
COMMD6	0.31	0.01
CREM	0.31	0.32
CSGALNACT2	0.31	0.29
CTNS	0.31	-0.2
CTSLP2	0.31	0.38
CUEDC1	0.31	-0.08
DCDC2B	0.31	0.03
DDO	0.31	0.04
DEFB105A	0.31	0.69
DENND6A	0.31	0.02
DFFBP1	0.31	0.08
DNAL1	0.31	0.35
DPH7	0.31	0.15
DYRK4	0.31	0.19
EFNB1	0.31	-0.32
ENPP6	0.31	0.7
EPG5	0.31	0.44
ESPNL	0.31	0.93
EXT2	0.31	0.18
F2RL2	0.31	1.06
FBF1	0.31	-0.19
FKBP14	0.31	-0.08
FTH1	0.31	0.28
GDF9	0.31	-0.09
GRSF1	0.31	0.21
HHEX	0.31	0.2
IFNA17	0.31	0.82
KBTBD12	0.31	-0.07
KDELR1	0.31	0.02
LANCL2	0.31	-0.19
LINC01420	0.31	0.25
LMAN1	0.31	0.31
LRIG1	0.31	-1.16
LRP5	0.31	-0.86
MESDC2	0.31	0.27
MFAP3L	0.31	0.22
MRVI1	0.31	1.44
MSRA	0.31	-0.84
NACC2	0.31	0.43
NAT16	0.31	-0.44
NPAS2	0.31	0.44
NPHP3	0.31	0.22
NPM1P27	0.31	0.52
OGDHL	0.31	0.68
ORMDL2	0.31	-0.05
OSTM1	0.31	0.17
PANK3	0.31	0.73
PARN	0.31	0.17
PIGH	0.31	-0.01
PLAC1	0.31	0.67
RALA	0.31	0.27
RALGAPA2	0.31	0.6
RASL11A	0.31	0.36
RELL2	0.31	-0.24
RNF216P1	0.31	-0.51
RNF39	0.31	-0.01
RP11-104G3.7	0.31	-0.48
RP11-1070B7.2	0.31	-0.25
RP11-333I13.1	0.31	-0.24
RP11-452D2.2	0.31	-0.69
RP11-56B16.2	0.31	0.33
RP11-80H18.3	0.31	-0.13
RP4-614O4.11	0.31	0.23
RP5-1198O20.5	0.31	-0.14
RPAIN	0.31	0.1
RPS3AP34	0.31	0.15
RSPH4A	0.31	0.52
SCARA5	0.31	0.31
SEL1L	0.31	-0.01
SLC22A18	0.31	0.35
SLC35E4	0.31	-0.31
SMG1P2	0.31	0
SMPD3	0.31	-0.5
STAT2	0.31	-0.27
TACR1	0.31	0.22
TMEM120A	0.31	0.11
TMEM140	0.31	-0.12
TMEM65	0.31	0.07
TRNP1	0.31	-0.25
TTC3	0.31	0.3
UBN2	0.31	0.29
UBXN6	0.31	0.17
ULK1	0.31	-0.63
URAHP	0.31	0.37
WWP2	0.31	0.26
XKR8	0.31	-0.11
ZBTB7B	0.31	0.18
ZCCHC7	0.31	0.23
ZHX3	0.31	-0.41
ZMYND10	0.31	0.01
ZNF131	0.31	0.23
ZNF354B	0.31	0.65
ZNF415	0.31	-0.84
ZNF471	0.31	0.28
ZNF616	0.31	0.24
ZNF684	0.31	0.13
ZNF79	0.31	0.51
ZNF850	0.31	1
ZSCAN12	0.31	0.75
ACCS	0.3	0.39
ACSL4	0.3	0.63
ANKRD11	0.3	0.11
ANKRD9	0.3	0.61
ANXA1	0.3	-0.97
APOL6	0.3	0.42
ARHGAP33	0.3	1.62
ATE1	0.3	0.37
ATG12	0.3	0.35
C16orf58	0.3	-0.2
C1orf158	0.3	-0.08
C2CD3	0.3	0.47
CABLES2	0.3	0.51
CARD14	0.3	0.28
CHEK2P2	0.3	0.49
CHMP4B	0.3	-0.43
CLCN6	0.3	0.25
CLPB	0.3	0.42
CNTNAP3P2	0.3	0.1
CRAMP1	0.3	-0.18
CTCFL	0.3	-0.33
CTSL	0.3	0.01
CXCL3	0.3	0.07
DDX49	0.3	0.47
DNAH12	0.3	0.08
DNAJC5	0.3	0.16
DNMT3A	0.3	0.04
