geneID	FC_X	FC_Y
MAMDC4	0.24	-0.7
MAPK8IP2	0.24	-0.79
MPPE1	0.24	0.13
MTCO2P12	0.24	-1.33
NEDD4	0.24	0.42
NID1	0.24	1.34
NOTCH2	0.24	0.4
NPIPB5	0.24	-0.08
ONECUT2	0.24	-0.74
OR2X1P	0.24	0
OR6C75	0.24	-0.73
PDP2	0.24	-0.79
PHC3	0.24	0.44
PKHD1	0.24	0
PLEKHM1P1	0.24	-1.49
PLIN3	0.24	1.36
POLR3B	0.24	-0.02
PPIP5K1	0.24	-0.2
PPP4R1	0.24	0.71
PRKCI	0.24	-0.21
PTMS	0.24	0.44
RAB15	0.24	-0.12
RAB21	0.24	0.05
RAPH1	0.24	0.59
RBM4B	0.24	-0.03
RCN3	0.24	1.89
REPIN1	0.24	0.11
RNF125	0.24	-3.17
RP11-111K18.1	0.24	0.44
RP11-153M7.3	0.24	-0.04
RP11-288K12.1	0.24	-0.27
RP11-347C12.1	0.24	1.49
RP11-386I23.1	0.24	-0.05
RP11-390P2.2	0.24	0
RP11-449L13.2	0.24	0
RP11-458F8.1	0.24	-0.9
RP11-75L1.2	0.24	-0.15
RP11-96L14.7	0.24	-0.87
RPL7AP11	0.24	0.42
RPL7P16	0.24	-1.07
RPS20P14	0.24	-0.21
SAMD3	0.24	0.57
SCIMP	0.24	-0.21
SEC14L4	0.24	-0.08
SIAE	0.24	1.77
SLC22A10	0.24	-0.3
SLC25A12	0.24	0.36
SLC25A35	0.24	1.03
SLC39A4	0.24	-0.52
SLC41A1	0.24	0.64
SMAGP	0.24	2.55
SOX7	0.24	-0.01
SP110	0.24	0.75
STK10	0.24	-1.39
STX8P1	0.24	0.13
SULT1B1	0.24	0.19
SVIL	0.24	1.64
TEC	0.24	0.54
TFCP2	0.24	-0.29
TIPARP	0.24	1.19
TMEM161B	0.24	-0.82
TMEM92	0.24	1.43
TMF1	0.24	0.64
TRMT11	0.24	-0.57
TSGA10	0.24	-1.22
TTC8	0.24	-0.94
TTLL11-IT1	0.24	0.55
TUBB	0.24	0.68
UNC13C	0.24	-0.1
USP53	0.24	0.83
WARS	0.24	0.18
WDR36	0.24	0.33
ZNF207	0.24	-0.29
ZNF264	0.24	-0.33
ZNF3	0.24	-0.5
ZNF561	0.24	-0.01
ZNF585B	0.24	0.9
ZNF595	0.24	0.55
ZNF610	0.24	-1.04
AC002310.11	0.23	0.26
AC013461.1	0.23	1.31
ACOT1	0.23	-0.19
ADGRE5	0.23	0.09
ADORA2B	0.23	1.3
AIFM1	0.23	0.47
ANK2	0.23	0.31
ANTXR1	0.23	2.28
ANXA1	0.23	4.92
AQR	0.23	0.14
ARCN1	0.23	0.62
ARHGAP19	0.23	-0.41
ARHGAP30	0.23	0.49
ATP2B4	0.23	1.74
ATP8A2	0.23	0.25
B4GALT5	0.23	-1.04
BHLHE40	0.23	-0.78
C1orf159	0.23	0.5
CACNB4	0.23	-1.01
CBLN2	0.23	0.14
CD163	0.23	0.18
CDADC1	0.23	-0.49
CDH23	0.23	0.08
CDK10	0.23	-0.61
CDRT15P1	0.23	0
CDYL	0.23	-0.75
CEACAM6	0.23	0.3
CELA3B	0.23	0
CHSY1	0.23	0.93
CIDECP	0.23	0.49
CKS2	0.23	-0.84
CLP1	0.23	-0.03
CNOT10	0.23	-0.26
CPLX1	0.23	-0.45
CSNK1E	0.23	0.07
CTD-2224J9.8	0.23	0
DDX28	0.23	-0.82
EGR1	0.23	-0.23
EHD1	0.23	1.09
EPHB4	0.23	0.08
ESPNL	0.23	0.4
FAM126A	0.23	2.09
FAM160A2	0.23	-0.12
FAM214B	0.23	-0.03
FBXL17	0.23	1.08
FERMT1	0.23	0.94
FGD4	0.23	-0.7
FHOD1	0.23	1.47
FIZ1	0.23	0.33
FLJ42102	0.23	-1.14
FZD7	0.23	0.98
GALNT7	0.23	1.47
GAPDHP64	0.23	-0.69
GEMIN8	0.23	-1.33
GOLGA6L10	0.23	-1.22
GPR149	0.23	-0.55
GS1-259H13.13	0.23	0.14
HIST2H2BC	0.23	-1.03
HJURP	0.23	1.17
INTS2	0.23	0.17
INTS4P2	0.23	-0.02
KALRN	0.23	0.09
KIAA1161	0.23	-0.44
KIF28P	0.23	-0.08
LGALS8	0.23	-0.16
LHFPL5	0.23	-0.9
LILRB5	0.23	-0.22
LL22NC03-80A10.6	0.23	-0.04
LRRFIP1	0.23	0.22
LRRFIP2	0.23	-0.2
MAGEA6	0.23	-0.24
MAP4K5	0.23	1.03
MED16	0.23	0.49
METTL1	0.23	-0.2
METTL17	0.23	-0.26
MGEA5	0.23	0.01
MOV10	0.23	0.85
MTMR9	0.23	0.51
MYBPC2	0.23	-0.16
MYDGF	0.23	0.7
MYH9	0.23	1.53
NAV3	0.23	1.06
NBPF14	0.23	0.97
NBPF26	0.23	0.53
NCF2	0.23	0
NCL	0.23	1.16
NDUFB8P2	0.23	-0.38
NEK4	0.23	-0.05
NPEPPS	0.23	-0.15
NUDT2	0.23	-0.64
NUDT21	0.23	-0.57
PAX9	0.23	0.38
PCDHB1	0.23	0.07
PLA2R1	0.23	-0.27
PLCD4	0.23	1.26
PLEKHG2	0.23	1.05
POTEM	0.23	-0.21
POU5F1	0.23	-0.55
POU5F2	0.23	0.17
PPL	0.23	0.87
PPP1R14C	0.23	-0.87
PPP1R9A	0.23	-1.09
PSMA5	0.23	-0.19
QRICH2	0.23	-0.36
RABGEF1	0.23	0.28
RBM3	0.23	-0.09
RBMS1	0.23	1.05
RIMS2	0.23	-3.7
RP11-146N23.1	0.23	0.03
RP11-337A23.5	0.23	0.56
RP11-392P7.1	0.23	0.33
RP11-430C7.2	0.23	-0.77
RP11-486G15.1	0.23	-0.87
RP11-488P3.1	0.23	-0.56
RP11-52I18.1	0.23	-0.2
RP4-800G7.2	0.23	-0.45
RUVBL1	0.23	0.05
SCAND2P	0.23	-0.3
SCFD1	0.23	0.4
SEC61A1	0.23	0.17
SLC25A23	0.23	-1.14
SLC25A40	0.23	-0.22
SLC35F2	0.23	0.65
SLC4A5	0.23	0.16
SMARCC2	0.23	0.52
SMARCE1P2	0.23	-0.35
SNX20	0.23	-0.24
SP100	0.23	0.94
SPATA3	0.23	-0.98
SRGAP1	0.23	0.54
STAT2	0.23	1.49
STC1	0.23	1.95
STPG1	0.23	0.18
SUSD2	0.23	1.44
SYT11	0.23	1.17
TCEAL8	0.23	-0.38
TCF4	0.23	2.03
TFDP1	0.23	-0.3
TIGD4	0.23	-1.09
TM7SF2	0.23	-0.6
TMEM185B	0.23	0.17
TMEM245	0.23	0.06
TMEM39B	0.23	0.27
TPM2	0.23	-0.35
TRIM24	0.23	-0.5
UBE2Q2P2	0.23	-0.97
UBFD1	0.23	0.12
UPF3AP3	0.23	0
USP12	0.23	-0.13
USP54	0.23	-0.35
WAS	0.23	0.17
WDR82	0.23	-0.18
WSCD1	0.23	-0.51
ZNF429	0.23	-0.05
ZNF524	0.23	0.4
ZNF581	0.23	-0.94
ZNF587P1	0.23	-1.21
ZNF611	0.23	-0.39
ZNF652	0.23	-0.23
A2M	0.22	3.31
AARS	0.22	0.21
ABCE1	0.22	-0.08
AC009120.3	0.22	-0.76
AC068533.7	0.22	1.01
ACOT11	0.22	0.22
AFF4	0.22	0.01
AK7	0.22	-1.69
AKAP2	0.22	1.09
ALCAM	0.22	2.91
ALDH3B1	0.22	1.79
ALG10	0.22	0.11
ALK	0.22	-0.66
ANAPC10	0.22	-0.3
ARHGEF19	0.22	0.33
ATF1	0.22	-0.23
ATN1	0.22	0.83
ATP5SL	0.22	0.06
B9D2	0.22	0.54
BIRC6	0.22	-0.4
BLOC1S4	0.22	-0.48
BOLA2P2	0.22	0.22
bP-21264C1.1	0.22	0.25
BRD4	0.22	0.56
BUB1	0.22	0.4
C15orf48	0.22	1.53
C1orf53	0.22	0.64
C3orf49	0.22	-0.09
CCDC142	0.22	0.49
CDC14A	0.22	0.16
CDK11A	0.22	0.33
CENPO	0.22	0.61
CFAP206	0.22	0.4
CFTR	0.22	-0.06
CLEC12B	0.22	-0.29
COPG1	0.22	0.22
COQ7	0.22	-0.61
CORO7	0.22	-0.47
CPSF2	0.22	0.07
CTB-109A12.1	0.22	0.1
CYP1A2	0.22	0.13
CYP51A1	0.22	-0.47
CYP8B1	0.22	0.13
DCAF6	0.22	0.74
DDI2	0.22	-0.64
DEFB105A	0.22	0.11
DHCR24	0.22	-0.96
DNAJC15	0.22	0.23
DNMT3B	0.22	-0.12
EEF1A1P32	0.22	0.37
ELK4	0.22	0.95
ELMO3	0.22	-0.14
EML1	0.22	0.95
ENO2	0.22	-1.37
EOGT	0.22	0.56
ERG	0.22	0.18
EXOC3L1	0.22	1.76
GALM	0.22	0.17
GINS3	0.22	0.45
GLB1	0.22	0.1
GNL3	0.22	-0.49
GOLGA8G	0.22	-0.75
GPAT4	0.22	-0.25
GTF2E2	0.22	-0.17
HEATR1	0.22	0.01
HMGB3P9	0.22	0.4
HNRNPA1P54	0.22	0.63
HSPG2	0.22	1.94
IFT80	0.22	0.32
IPO4	0.22	0.13
ISYNA1	0.22	-0.47
KCNG3	0.22	-1.39
KIAA2012	0.22	0.58
KRBA2	0.22	0.28
KRR1	0.22	0.08
LIF	0.22	3.54
LRRIQ3	0.22	-0.49
LZTFL1	0.22	-0.8
MCUB	0.22	0.48
MDH2	0.22	-0.23
MECR	0.22	-0.33
MED15P1	0.22	0
MEF2A	0.22	-0.22
METTL21B	0.22	0.21
MICB	0.22	0.71
MID1IP1	0.22	-0.05
MITD1	0.22	-0.33
MOBP	0.22	0.24
MTM1	0.22	0.43
NCAPG	0.22	0.35
NFIL3	0.22	2.33
NFIX	0.22	1.23
NIPBL	0.22	0.27
NUP107	0.22	-0.15
NUP210	0.22	-0.08
ORAI1	0.22	0
PCK2	0.22	-0.67
PHYH	0.22	0
PIP5K1A	0.22	0.25
PLK4	0.22	-0.02
PPIL3	0.22	-0.42
PRPF3	0.22	-0.24
PTPA	0.22	0.07
RAPGEF2	0.22	-1
RBM12	0.22	0.33
REEP2	0.22	1.73
RP11-252I14.2	0.22	-0.41
RP11-259G18.3	0.22	-0.21
RP11-353N4.5	0.22	0.27
RP11-566K19.12	0.22	-0.58
RP11-9J18.1	0.22	0.52
RP4-673D20.3	0.22	-0.68
RPL10AP6	0.22	-0.38
RPL21P10	0.22	-0.39
RPL23AP2	0.22	-0.33
RPL23AP53	0.22	-0.6
RPL39L	0.22	-0.75
RREB1	0.22	0.38
SFMBT1	0.22	0.17
SIGLEC9	0.22	0.27
SMAP2	0.22	1.17
SMPDL3B	0.22	-0.8
SRM	0.22	-0.2
ST6GALNAC4	0.22	0.48
STAG3L3	0.22	-0.35
STRN	0.22	-0.17
STUM	0.22	-0.54
SUGT1P2	0.22	-0.66
TDRD7	0.22	-1.28
TFAP4	0.22	-1.23
THSD4	0.22	-0.68
TMEM135	0.22	-0.32
TMEM45B	0.22	-0.47
TMPPE	0.22	1.04
TNIK	0.22	2.29
TNNT1	0.22	1.01
TRIM26	0.22	0.3
TSTD1	0.22	-0.87
TTC4	0.22	-0.1
USP17L11	0.22	0.02
VMA21	0.22	0.47
VPS13C	0.22	0.03
ZFP41	0.22	0.07
ZMYND10	0.22	-0.02
ZNF25	0.22	0.39
ZNF275	0.22	-2.2
ZNF829	0.22	0.03
ZNFX1	0.22	1.65
ZNHIT2	0.22	-0.67
AC004381.6	0.21	-0.43
AC004893.10	0.21	-0.15
ACTG1	0.21	0.98
ADNP	0.21	-0.58
AIRE	0.21	-0.28
ANO7L1	0.21	1.46
AP3S1	0.21	-0.28
ARHGAP18	0.21	1.69
ASPH	0.21	0.43
ATG10	0.21	-0.2
ATG101	0.21	-0.02
ATG13	0.21	0.08
ATL3	0.21	1.54
ATXN1L	0.21	1.72
AZIN1	0.21	0.04
BICD1	0.21	-0.78
BIRC7	0.21	-0.76
BLM	0.21	-0.9
BPTF	0.21	-0.35
BTBD16	0.21	-0.33
C11orf88	0.21	0.14
C2orf83	0.21	-0.25
C9orf142	0.21	-0.74
CACNA2D1	0.21	-0.49
CAND1	0.21	0.05
CCDC183	0.21	-0.85
CD36	0.21	4.85
CD7	0.21	0
CDNF	0.21	-0.74
CEP44	0.21	0.39
CKAP4	0.21	0.26
CLGN	0.21	-0.1
COX7B	0.21	-1.04
CSPG4	0.21	-2.28
CTC-454I21.3	0.21	-0.16
CXorf58	0.21	-0.04
DIRAS1	0.21	0.24
DNAJA3	0.21	-0.05
DNAJB14	0.21	-0.42
DPY19L3	0.21	0.24
E2F2	0.21	-0.39
EIF4HP1	0.21	0
EMC1	0.21	0.7
EPS15L1	0.21	0.24
ERC2	0.21	-1
ESYT1	0.21	0.17
EVL	0.21	0.52
EXOC4	0.21	-0.04
EYA1	0.21	1.1
FAM127C	0.21	1.15
FBXL4	0.21	-0.24
FBXW10	0.21	0.67
FOLH1	0.21	0
FOXK1	0.21	0.52
FYTTD1	0.21	-0.18
GAK	0.21	0.24
GFPT1	0.21	0.43
HLA-DPB1	0.21	-0.89
HMOX1	0.21	1.02
IGFBP6	0.21	3.66
IGSF10	0.21	3.78
IL17RA	0.21	-0.08
ISOC2	0.21	-0.39
KATNBL1	0.21	0.18
KCNJ2	0.21	2.04
KCNQ5-IT1	0.21	-1.34
KIAA1671	0.21	0.59
KRT18P34	0.21	-0.15
L3MBTL4	0.21	-1.02
LDOC1L	0.21	0.44
LPXN	0.21	-0.14
LRRC71	0.21	-0.24
MAP3K7	0.21	0.04
MICAL2	0.21	1.62
MLLT6	0.21	-0.01
MLXIP	0.21	-0.56
MORC1	0.21	-0.74
MORF4L1P1	0.21	-0.68
MRPS22	0.21	1.16
MRPS36	0.21	-1.14
MTCO3P11	0.21	0.73
MXD3	0.21	-0.43
MYH11	0.21	-0.36
NBPF9	0.21	0.44
NELFE	0.21	-0.34
NPEPL1	0.21	-0.71
NPY1R	0.21	-0.56
PCDHGC3	0.21	0.73
PCLO	0.21	0.76
PHF8	0.21	0.19
PIGZ	0.21	-0.35
PITRM1	0.21	1.12
PLPP3	0.21	2.64
POC5	0.21	0.1
POTEH	0.21	0.4
PPY	0.21	-1.59
PRSS22	0.21	0
PTMAP8	0.21	0.02
RBM28	0.21	-0.12
RGS3	0.21	2.59
RHBG	0.21	0.02
RND1	0.21	-1.37
RP11-1021N1.1	0.21	-0.33
RP11-10O17.1	0.21	-0.44
RP11-14D22.2	0.21	-0.27
RP11-365D9.1	0.21	-0.16
RP11-540B6.3	0.21	0.04
RP11-551L14.8	0.21	-1.44
RP13-1039J1.2	0.21	-0.42
RP4-576H24.4	0.21	0
RPL21P39	0.21	-0.43
RPL36A-HNRNPH2	0.21	-1.74
RPL5P23	0.21	-0.81
SCLT1	0.21	-0.43
SEC24A	0.21	0.34
SEPT5	0.21	-0.01
SHANK2	0.21	1.77
SHQ1	0.21	0.29
SIGIRR	0.21	0.49
SLC25A17	0.21	-0.2
SLC41A2	0.21	1.19
SPOPL	0.21	0.25
STARD4	0.21	-0.66
STOM	0.21	0.26
SYDE2	0.21	0.28
SYNRG	0.21	-0.14
TCEB1P33	0.21	-0.11
TCF25	0.21	-0.24
TDP1	0.21	0.07
TFG	0.21	0.31
TIMM23B	0.21	0.32
TMEM192	0.21	-0.87
TMEM71	0.21	2.13
TNRC18	0.21	0.4
TP53BP2	0.21	-0.19
TPM4	0.21	1.94
TRIM61	0.21	-0.08
TRMT5	0.21	-0.19
TSLP	0.21	2.44
TSPAN11	0.21	-0.34
TTC19	0.21	-0.35
UBE2SP2	0.21	-1.12
UBXN11	0.21	-0.57
UNC45A	0.21	0.1
UNC45B	0.21	-0.17
USP4	0.21	0.28
VAMP3	0.21	0.1
VTCN1	0.21	-0.49
WDR55	0.21	-0.01
WDR78	0.21	-0.87
WNK2	0.21	-0.42
YARS2	0.21	-0.14
YPEL4	0.21	-0.33
ZNF142	0.21	0.45
ZNF184	0.21	0.36
ZNF530	0.21	0.02
ZNF710	0.21	-0.86
ABHD3	0.2	-0.29
AC002310.17	0.2	-0.46
AC007405.6	0.2	-0.8
AC073410.1	0.2	0.67
AC098614.1	0.2	-0.04
AFG3L1P	0.2	-0.19
AHSA1	0.2	0.27
ANKRD18DP	0.2	-0.01
ANKRD18EP	0.2	1.59
ANKRD20A3	0.2	-0.51
ANXA5	0.2	-0.66
APAF1	0.2	-0.25
APOBEC2	0.2	-0.54
AQP4	0.2	-2.16
ARAP1	0.2	-0.94
ARAP2	0.2	0.55
ARHGAP21	0.2	0
ARIH2	0.2	0.33
ASB4	0.2	0.45
ATG12	0.2	0.13
ATG4C	0.2	-0.38
ATP2B1	0.2	1.05
B3GNTL1	0.2	-0.19
BACH1	0.2	0.36
BAZ2A	0.2	0.5
BRIP1	0.2	0.69
C17orf47	0.2	0.52
C1R	0.2	3.59
CALR	0.2	0.5
CATSPER1	0.2	2.07
CCNA2	0.2	0.48
CEP164	0.2	0.19
CEP295NL	0.2	-0.22
CLDN22	0.2	0.65
CLIP2	0.2	0.99
CNN2	0.2	2.73
CS	0.2	-0.14
CTHRC1	0.2	1.3
DDR1	0.2	-0.78
DEGS1	0.2	0.45
DENR	0.2	0.07
DHDDS	0.2	0.34
DIEXF	0.2	0.07
DIXDC1	0.2	1.14
DNPEP	0.2	0.7
EEF1B2P6	0.2	-0.56
ERICH1	0.2	0.09
EVC2	0.2	0.57
EXTL2	0.2	0.29
FAM83A	0.2	-0.38
FBXO46	0.2	0.66
FCF1P2	0.2	0.73
FTH1P3	0.2	0.74
FUCA2	0.2	0.32
FUT4	0.2	0.25
GAPDHP59	0.2	-0.37
GGTA1P	0.2	-0.33
GLIPR1	0.2	2.91
GPATCH8	0.2	0.28
GPR1	0.2	4.75
HIST1H1C	0.2	-0.37
HIST2H2BD	0.2	0.49
HK1	0.2	0.64
HLA-DMA	0.2	1.74
HNRNPM	0.2	0.37
HOXA6	0.2	0.41
HPN	0.2	-0.83
IBTK	0.2	0.39
KDM7A	0.2	-0.6
LAMB3	0.2	3.24
LECT2	0.2	-0.03
LINC01420	0.2	-0.38
LPAR5	0.2	-0.91
MCAM	0.2	-0.6
MCTS1	0.2	0.11
MEF2D	0.2	-0.58
MEN1	0.2	0.58
METTL2A	0.2	-0.34
MLX	0.2	-0.4
MPHOSPH6	0.2	0.43
MR1	0.2	0.68
MRPS31	0.2	-0.46
MTND4LP30	0.2	-0.16
NECTIN4	0.2	-0.03
NEK11	0.2	-0.85
NEU3	0.2	-0.3
NHEJ1	0.2	-0.66
NIPSNAP3B	0.2	0.07
NME9	0.2	0.54
NRBP1	0.2	0.44
ORMDL3	0.2	-0.32
OSBPL7	0.2	-0.46
OSCAR	0.2	0.34
OTUB2	0.2	-0.07
P3H4	0.2	0.41
PANK3	0.2	-1
PAQR9	0.2	-0.35
PARVA	0.2	0.78
PCDHAC2	0.2	0.48
PIGF	0.2	-0.13
PIGHP1	0.2	0.23
PIGL	0.2	-0.71
PIK3C3	0.2	-0.91
PIN4	0.2	-0.31
PMF1	0.2	-0.45
POP7	0.2	0.17
POU5F1B	0.2	-0.84
PPIAP29	0.2	-0.52
PPT1	0.2	-1.62
PRPS1	0.2	0.5
PTPN9	0.2	-0.7
PXK	0.2	0.26
RASGEF1A	0.2	-0.39
RP11-1020A11.1	0.2	-0.76
RP11-266L9.4	0.2	-0.7
RP11-310N16.1	0.2	0.54
RP11-403I13.8	0.2	0.74
RP11-427P5.3	0.2	0
RP11-50D9.1	0.2	-0.31
RP11-583F2.6	0.2	-0.37
RP11-757C15.4	0.2	-0.38
RP11-792A8.3	0.2	0
RPAP2	0.2	-0.59
RPL7P10	0.2	-0.87
RPL9	0.2	-0.02
RTN4RL1	0.2	-1.98
SEPHS1	0.2	0.61
SEPT11	0.2	0.13
SFT2D2	0.2	0.34
SH2B1	0.2	0.6
SH3RF1	0.2	2.12
SLC27A5	0.2	-0.52
SLC35F5	0.2	1.1
SLC38A2	0.2	0.64
SLC38A9	0.2	-0.71
SLC39A7	0.2	0.72
SLIT2	0.2	1.18
SMG1P7	0.2	-1.25
SMIM19	0.2	-1.38
SMO	0.2	-0.14
SMTNL2	0.2	0.25
SPACA3	0.2	-1.02
SPAG5	0.2	0.18
SPTLC2	0.2	-0.03
SSR3	0.2	-0.52
STARD5	0.2	0.51
STAU1	0.2	-0.08
STX16	0.2	-0.14
TBC1D1	0.2	0.7
TBC1D22B	0.2	-0.17
TIMP1	0.2	0.25
TMEM104	0.2	0.12
TMEM88	0.2	0.22
TMPRSS15	0.2	4.15
TMTC1	0.2	0.87
TNPO3	0.2	0.81
TRMT1	0.2	-0.36
TYK2	0.2	0.6
UGGT1	0.2	0.41
ULBP3	0.2	1.26
URGCP	0.2	0.45
USP20	0.2	0.14
USPL1	0.2	-0.21
ZBED4	0.2	-0.05
ZNF266	0.2	-0.14
ZNF540	0.2	0.83
ZNF627	0.2	-0.02
ZNF786	0.2	-0.16
AAK1	0.19	1.36
ABRA	0.19	1.31
AC073415.2	0.19	0
ACAT2	0.19	-1.04
ACTG1P4	0.19	1.1
ADGRA2	0.19	-0.61
AMOTL1	0.19	1.84
AP3B2	0.19	-1.28
AREG	0.19	0
ARHGAP27	0.19	-0.94
ARHGEF37	0.19	1.15
AXL	0.19	7.13
BBS1	0.19	-0.21
BNIP3P1	0.19	-0.65
BNIP3P37	0.19	0.13
BTN3A2	0.19	-0.89
C15orf40	0.19	0.19
C5orf47	0.19	-1.19
CCT6P1	0.19	0.37
CD46	0.19	-0.58
CD68	0.19	1.07
CDK2AP1	0.19	-0.08
CEMIP	0.19	6.59
CEP97	0.19	-0.22
CHURC1-FNTB	0.19	-1.01
CLHC1	0.19	0.52
CLK1	0.19	-0.76
CLTCL1	0.19	0.85
COMMD8	0.19	0.22
COQ6	0.19	-0.12
CRABP2	0.19	-0.16
CSTB	0.19	-1.6
CTD-2521M24.13	0.19	-0.75
CWC25	0.19	-0.24
DALRD3	0.19	-0.56
DENND5B	0.19	1.97
DERL3	0.19	-1.05
DPH2	0.19	-0.52
DPP6	0.19	0.24
DPYSL2	0.19	4.73
DYNC2H1	0.19	-0.17
EDIL3	0.19	6.13
EEF1A1P22	0.19	0.05
EFR3A	0.19	1
EGR3	0.19	-1.71
ETFDH	0.19	0.58
FAM135B	0.19	-0.54
FAM193B	0.19	-0.06
FAM217A	0.19	-0.45
FAM84B	0.19	-3.61
FJX1	0.19	1.63
FKBP1A	0.19	0.12
FSD1	0.19	0.94
GOT2	0.19	0.18
GPC2	0.19	-0.53
GSPT2	0.19	-0.38
HECW2	0.19	0.84
HEG1	0.19	3.44
HELLS	0.19	0.02
HEPACAM	0.19	-0.77
HIST1H1A	0.19	-0.88
HOXC13	0.19	-0.4
HS6ST1	0.19	1.05
HSD17B11	0.19	-0.93
HYLS1	0.19	0.03
IGFBP2	0.19	1.59
ILF2P1	0.19	-0.23
IRAK1	0.19	0.8
ITGB2	0.19	0.13
ITPRIPL1	0.19	0.55
JAZF1	0.19	-0.27
KIAA1614	0.19	-1.68
KIF23	0.19	0.83
KIFC3	0.19	0.32
KLHL11	0.19	0.36
KMT5C	0.19	-0.73
KRT8P47	0.19	0.61
LIN54	0.19	0.61
LINC00961	0.19	-0.59
LRCH3	0.19	0.27
LRRC37A3	0.19	-0.71
LRRC41	0.19	0.02
LRRFIP1P1	0.19	-0.26
LXN	0.19	0.77
MAGEA12	0.19	0.28
MED28P3	0.19	-0.32
MKL1	0.19	0.05
MLEC	0.19	0.48
MST1P2	0.19	-1.5
MTHFD1L	0.19	-0.08
MTRF1L	0.19	0.24
MYT1L	0.19	-0.11
NAF1	0.19	-0.29
NDUFB1	0.19	-1.79
NDUFB4	0.19	-0.42
NF1P6	0.19	0.62
NKD1	0.19	-0.72
NRF1	0.19	-0.43
OIP5	0.19	-0.51
PBDC1	0.19	-0.55
PBRM1	0.19	-0.12
PCNX3	0.19	0.51
PERM1	0.19	-0.31
PIAS4	0.19	0.41
PLD1	0.19	0.1
PMAIP1	0.19	0.17
PNCK	0.19	-2.18
POLD1	0.19	0.02
POLH	0.19	0.03
PRPF38B	0.19	-0.19
PRR13P2	0.19	-0.04
PTER	0.19	0.22
RBCK1	0.19	0.06
RBM18	0.19	-0.57
RHEBL1	0.19	-1.3
RND3	0.19	1.45
RP11-266I3.1	0.19	-0.54
RP11-301G23.1	0.19	1.22
RP11-358L22.2	0.19	-0.46
RP11-362F19.2	0.19	-0.48
RP11-686D22.3	0.19	0.04
RPL4P5	0.19	-0.05
RPP40	0.19	-0.13
RPS27P15	0.19	-1.01
RTN4	0.19	1.72
SFXN3	0.19	0.39
SGTA	0.19	0.28
SLCO1A2	0.19	-0.19
SLFN5	0.19	0.93
SOAT1	0.19	-1.02
SP4	0.19	0
ST5	0.19	0.27
STEAP2	0.19	1.96
STX4	0.19	0.01
SUCLA2	0.19	-0.35
TAS2R4	0.19	0.17
TMEM263	0.19	0.25
TMEM65	0.19	0.24
TREX1	0.19	0.89
TSSK4	0.19	-0.55
TUBA1C	0.19	0.78
TUBD1	0.19	-0.31
UBE2V1	0.19	0.21
UROD	0.19	-0.61
USP10	0.19	-0.06
VAT1	0.19	-0.53
VDR	0.19	4.14
WASH6P	0.19	-0.32
WDR66	0.19	0.5
WDR92	0.19	0.17
WDTC1	0.19	-0.16
ZMIZ1	0.19	1.02
ZNF354A	0.19	-0.38
ZSCAN12	0.19	0.2
ZSCAN16	0.19	-0.59
ABHD1	0.18	-0.39
ABI2	0.18	-0.35
AC018892.3	0.18	0.34
AC097721.1	0.18	0.46
AGL	0.18	0.45
AGRN	0.18	-0.05
AHI1	0.18	0.27
AKAP17A	0.18	-0.12
ALPP	0.18	1.2
AP5S1	0.18	0.34
APEH	0.18	-0.01
ARHGEF33	0.18	-0.36
AURKB	0.18	-0.16
C11orf24	0.18	-0.1
C19orf66	0.18	0.77
C7	0.18	0
CASP10	0.18	0.65
CASP6	0.18	0.83
CBX3	0.18	-0.75
CCS	0.18	-0.38
CDC25C	0.18	-0.09
CDK1	0.18	-0.24
CEP112	0.18	-0.75
CFLAR	0.18	0.29
CHADL	0.18	0.55
CLEC3A	0.18	-0.3
CNTNAP4	0.18	-0.4
COPB2	0.18	0.56
CREM	0.18	-0.26
CTB-51E13.1	0.18	-0.06
CTU2	0.18	-0.25
DGKD	0.18	0.26
DNMBP	0.18	1.74
DOCK3	0.18	-0.06
DPF3	0.18	3.47
DUSP18	0.18	0.51
EEF1A2	0.18	1.01
EIF3FP1	0.18	-0.31
ELK3	0.18	1.23
ELMSAN1	0.18	0.23
ERAP1	0.18	0.64
ERCC3	0.18	-0.05
EREG	0.18	3.6
ETS1	0.18	-0.13
FAAP24	0.18	-0.1
FBLIM1	0.18	0.48
FDPSP7	0.18	0.44
FLG	0.18	1.66
FSIP2	0.18	0.54
GABPB1	0.18	0.03
GALNT4	0.18	2.3
GGT5	0.18	0.68
GIT2	0.18	0.05
GNG7	0.18	-0.51
GOLGA6L9	0.18	-0.74
GPC4	0.18	0.51
GPI	0.18	-0.03
HIST2H3D	0.18	-0.56
HLA-DPA1	0.18	0.17
HOXB8	0.18	0.13
HSP90AB7P	0.18	0.2
IARS	0.18	0.15
IGLON5	0.18	0.73
IL10	0.18	-0.89
JMJD7	0.18	-0.12
LEF1	0.18	-1.74
LIMCH1	0.18	2.11
LINC00371	0.18	-0.37
LPCAT2	0.18	1.88
LSM5	0.18	-0.6
MADD	0.18	-0.8
MARCH8	0.18	0.22
MCM3AP	0.18	0.06
MELK	0.18	0.98
METTL23	0.18	-0.53
MIGA1	0.18	-0.03
MKL2	0.18	-0.01
MMP9	0.18	-0.43
MRPL53P1	0.18	-0.34
MT-ND3	0.18	-2.69
NNT	0.18	-0.4
NPPA-AS1	0.18	-0.91
NRDC	0.18	0.39
NT5DC3	0.18	-0.58
