geneID	FC_X	FC_Y
MRPL4	2.31	-0.25
MRPS18A	2.31	-0.17
MTO1	2.31	0.5
NHSL1	2.31	-0.46
NT5C2	2.31	0.43
PEX11B	2.31	0.03
PPP6R1	2.31	-0.16
RFX5	2.31	-0.31
RNF145	2.31	0.2
RP3-461F17.3	2.31	0.2
RPS6KA6	2.31	0.81
S100A16	2.31	-0.08
SAP130	2.31	0.93
SCAMP1	2.31	-0.01
SIL1	2.31	0.27
SPTY2D1	2.31	0.25
TADA1	2.31	0
TMEM181	2.31	2.31
TRIM38	2.31	0.56
TSPAN10	2.31	0.59
TSTD2	2.31	0.06
YEATS4	2.31	0.09
YIPF6	2.31	-0.06
ZCCHC11	2.31	-0.17
ZCRB1	2.31	0.22
ZMYM4	2.31	0.09
ZNF561	2.31	0.3
AC004381.6	2.3	0.05
AKAP10	2.3	0.13
ANKRD42	2.3	0.81
AP2A2	2.3	0.29
APBB3	2.3	0.64
ARHGEF17	2.3	0.27
ATF1	2.3	0
B4GALT5	2.3	-0.01
CAD	2.3	-0.39
CD302	2.3	0.32
CDC37	2.3	-0.28
CHFR	2.3	0.01
COQ6	2.3	0.13
CYTH2	2.3	0.02
DHRS2	2.3	0.6
EDEM1	2.3	-0.02
ENDOD1	2.3	0.44
HAUS5	2.3	0.09
IFT22	2.3	0.02
INAFM1	2.3	0.97
INSIG2	2.3	-0.07
KDM2B	2.3	0.16
KIF16B	2.3	-0.21
KYAT3	2.3	0
LARP1	2.3	0
LMBR1L	2.3	-0.05
MFSD5	2.3	0.44
MTMR4	2.3	-0.41
NKIRAS2	2.3	0.2
NOL8	2.3	0.06
NOP10	2.3	-0.25
NSL1	2.3	-0.14
NSUN4	2.3	0
OPRL1	2.3	1.98
OSGIN1	2.3	0.33
OTUD7B	2.3	0.23
PGPEP1	2.3	0.46
PPARD	2.3	0.19
PPIL4	2.3	0.09
PRMT6	2.3	-0.08
QKI	2.3	-0.01
RBM33	2.3	-0.12
RFC5	2.3	-0.17
RTCA	2.3	-0.15
SEL1L3	2.3	0.18
SLC12A6	2.3	0.68
SWAP70	2.3	-0.53
SYNE1	2.3	0.25
TBC1D9	2.3	0.38
THYN1	2.3	0.01
TMEM128	2.3	0.03
TMEM70	2.3	-0.01
TMTC1	2.3	0.49
TSPAN6	2.3	-0.1
UBXN2A	2.3	-0.21
UQCC2	2.3	-0.25
WLS	2.3	-0.25
ZBTB40	2.3	0.12
ZC2HC1A	2.3	-0.01
ZC3H12B	2.3	2.04
ZNF280D	2.3	0.17
ZNF805	2.3	0.41
ADAM15	2.29	-0.18
AMD1	2.29	-0.28
ANKLE2	2.29	0.24
ARHGAP12	2.29	0.36
ARMC8	2.29	-0.26
BAIAP2L1	2.29	0.02
CCDC91	2.29	-0.29
CD36	2.29	0.95
CNPY3	2.29	-0.08
CTDSP2	2.29	0.04
DAB2	2.29	0.15
DHRS7	2.29	-0.31
DNAJC2	2.29	-0.09
DNMBP	2.29	0.31
DPM1	2.29	-0.01
EHD1	2.29	0.24
EIF1AD	2.29	-0.08
EMG1	2.29	-0.27
EPT1	2.29	-0.19
ESPL1	2.29	0.06
ETAA1	2.29	-0.1
FAM21C	2.29	0.11
FAM76A	2.29	-0.09
FAM83D	2.29	-0.01
FEM1A	2.29	-0.12
FGFR1	2.29	0.49
GAB2	2.29	-0.26
GCC1	2.29	0.03
GNB5	2.29	-0.03
GTPBP4	2.29	-0.12
KATNBL1	2.29	0.07
MAD2L2	2.29	-0.1
MAK16	2.29	0
MAPK8	2.29	0.13
MED23	2.29	0.06
MTM1	2.29	0.54
MTOR	2.29	-0.23
MTRF1L	2.29	0.14
NCOA3	2.29	-0.12
NFAT5	2.29	0.29
NPIPA7	2.29	-0.64
PDE4B	2.29	-0.3
PGLS	2.29	-0.03
PRADC1	2.29	0.55
PRUNE1	2.29	0.33
PUM3	2.29	-0.32
RAB8B	2.29	0.13
RASSF8	2.29	0.3
RTEL1	2.29	0.56
SAMD9	2.29	0.31
SAV1	2.29	0.47
SBNO2	2.29	0.44
SGO1	2.29	-0.28
SLC38A10	2.29	0.56
SLTM	2.29	0.11
SNRPA1	2.29	-0.15
SNRPE	2.29	-0.38
TPP2	2.29	0.16
TRIQK	2.29	-0.2
UVRAG	2.29	0.02
VPS52	2.29	-0.58
WASF3	2.29	0.15
ZNF3	2.29	-0.07
ACER3	2.28	0.17
AGA	2.28	-0.05
AGGF1	2.28	0.18
AIMP2	2.28	-0.24
BBS7	2.28	0.08
BRCA1	2.28	0.13
C16orf58	2.28	0.08
CATSPERB	2.28	1.42
CDV3	2.28	0.05
CTSH	2.28	-0.46
DERL1	2.28	-0.09
DNMT3A	2.28	0.16
ERI1	2.28	0.16
FKBP3	2.28	-0.02
GATSL3	2.28	1.63
GDPD5	2.28	0.16
GRPEL1	2.28	-0.49
INTS6L	2.28	1.68
ISM1	2.28	0.44
KLHL21	2.28	-0.01
MECR	2.28	-0.07
MRPL36	2.28	-0.02
MUM1	2.28	-0.34
NAPB	2.28	-0.19
NHP2	2.28	-0.46
NIT1	2.28	0.31
NR3C1	2.28	0.42
NRCAM	2.28	0.09
NSRP1	2.28	-0.11
ODF2	2.28	-0.27
ORAI2	2.28	-0.18
PAPD4	2.28	-0.16
PDE7A	2.28	0.84
PHAX	2.28	-0.1
PPP1R15B	2.28	0.37
PRPS1	2.28	-0.17
SCYL2	2.28	0.28
SEC61G	2.28	-0.06
SH3YL1	2.28	0.31
SIAH1	2.28	0.16
SYNM	2.28	1.19
TARBP2	2.28	-0.24
TM2D3	2.28	0.06
TMEM170A	2.28	0.01
TMEM205	2.28	0
TRAPPC11	2.28	0.12
TTC7B	2.28	-0.04
UBE2E3	2.28	0.31
XPO4	2.28	-0.17
ZBTB21	2.28	-0.11
ARMC6	2.27	-0.22
ASB7	2.27	0.05
ATP5D	2.27	-0.28
ATXN2L	2.27	-0.23
AZI2	2.27	0.2
BABAM1	2.27	-0.07
BCL11A	2.27	0.47
BOLA3	2.27	-0.08
C19orf53	2.27	-0.3
C1orf123	2.27	-0.14
CAMSAP1	2.27	0.87
CCDC51	2.27	-0.12
CDIP1	2.27	0
CLTA	2.27	-0.34
COG3	2.27	0.39
COMMD10	2.27	-0.21
COQ9	2.27	0.18
DBN1	2.27	0.1
EHD2	2.27	0.18
EOGT	2.27	0.6
ESYT2	2.27	-0.18
FAM134C	2.27	-0.15
FPGS	2.27	-0.05
GALT	2.27	-0.08
GAS8	2.27	0.06
GATSL2	2.27	0.25
GDF15	2.27	-0.48
GPS2	2.27	-0.23
HELLS	2.27	-0.24
IMPDH1	2.27	-0.12
LCMT1	2.27	0.04
MERTK	2.27	0.57
MRPL21	2.27	-0.22
MTND2P28	2.27	-0.19
NSMCE1	2.27	-0.15
NUCB2	2.27	-0.67
NUDT22	2.27	-0.14
NXT2	2.27	0.05
PAK4	2.27	-0.12
PCCA	2.27	0.28
PLA2G12A	2.27	-0.06
POLR3GL	2.27	-0.04
PRR9	2.27	0.68
RAB5A	2.27	0
RBM17	2.27	0.05
RGL2	2.27	-0.12
RGS12	2.27	-0.37
RP11-1113L8.6	2.27	-0.14
RSBN1L	2.27	-0.21
SCARB2	2.27	0.59
SLC25A23	2.27	0.47
SPATS2	2.27	-0.27
TAPBPL	2.27	0.39
TMEM43	2.27	-0.01
TRIM4	2.27	-0.14
TXNL4B	2.27	0.13
UBAC2	2.27	-0.29
WDPCP	2.27	0.15
ZBED5	2.27	0.06
ZBED8	2.27	0.11
ZNF680	2.27	0.51
ZNHIT6	2.27	0.11
ABTB1	2.26	-0.05
ANKHD1	2.26	-0.34
APTX	2.26	0.09
ARHGEF26	2.26	0.43
ATP6V1G1	2.26	-0.39
C1orf27	2.26	-0.14
CC2D1B	2.26	0.06
CDC6	2.26	-0.32
CHD1L	2.26	-0.35
COIL	2.26	0
CREM	2.26	0.19
CRY2	2.26	0.52
DHX36	2.26	0.04
DUSP19	2.26	0.24
DYRK1A	2.26	0.48
FEM1C	2.26	0.05
FKBP2	2.26	-0.54
FKBP8	2.26	-0.15
GFM2	2.26	-0.29
HIRIP3	2.26	-0.09
INTS12	2.26	0.19
KDM4C	2.26	-0.02
KIFAP3	2.26	-0.17
KLHDC10	2.26	0.5
MRPL1	2.26	-0.18
MTFR2	2.26	0.16
NDUFA2	2.26	0.05
NHLRC3	2.26	0.17
PDCD5	2.26	-0.46
PIAS3	2.26	0.07
PLEKHF2	2.26	0.16
PPM1H	2.26	0.04
PRKAR1B	2.26	-0.8
PSME2	2.26	-0.19
PWP2	2.26	-0.26
RAC1	2.26	-0.11
RP11-444D3.1	2.26	1.49
RP4-539M6.19	2.26	1.91
SCNM1	2.26	-0.06
SEC16A	2.26	-0.22
SGCE	2.26	-0.12
SIDT2	2.26	0.69
SIVA1	2.26	0.02
SLC35C1	2.26	0.24
SNUPN	2.26	-0.12
SSH3	2.26	1.09
SSR4P1	2.26	2.16
TANC2	2.26	0.31
TMEM38B	2.26	-0.08
TRIOBP	2.26	0.24
TSC2	2.26	0.56
UBLCP1	2.26	0.19
ULK3	2.26	0.23
USP6NL	2.26	0.15
WDR82	2.26	-0.17
ZNF226	2.26	0.57
ZNF664	2.26	-0.15
ZNF845	2.26	0.62
ALG1	2.25	0.62
ALG2	2.25	0.11
ATP1A4	2.25	-0.19
BMP1	2.25	0.8
CBY1	2.25	0.21
CEBPZOS	2.25	0.05
CHD9	2.25	-0.23
CLUAP1	2.25	-0.08
COG8	2.25	0.09
CREB3	2.25	-0.08
DBF4	2.25	0.18
DCAF5	2.25	-0.08
DGCR14	2.25	-0.2
DHX29	2.25	-0.08
DPY19L3	2.25	0.51
FAHD1	2.25	-0.03
FAM35A	2.25	-0.12
FAT1	2.25	0.02
GDPGP1	2.25	0.01
GGCT	2.25	-0.11
GPN2	2.25	0.24
GTF2IP1	2.25	0.05
HSPH1	2.25	-0.02
HTRA2	2.25	-0.1
HUS1	2.25	0.04
LIMCH1	2.25	1.24
MED9	2.25	0.19
MIEN1	2.25	-0.12
MKNK2	2.25	0.24
MRPL55	2.25	-0.22
MTA3	2.25	0.01
NAA38	2.25	-0.29
NDUFAF5	2.25	0.41
NEDD8	2.25	0
NOMO3	2.25	0.26
NSD1	2.25	0.41
PANK4	2.25	-0.14
PLXNB3	2.25	-0.08
PPAT	2.25	-0.38
PPP1R8	2.25	0.18
PRDM7	2.25	-0.17
RAPGEF2	2.25	0.13
RCN3	2.25	-0.18
RNGTT	2.25	0.3
ROBO2	2.25	0.14
RPS15A	2.25	-0.41
SEC11C	2.25	-0.48
SLF1	2.25	0.87
SMOX	2.25	0.36
SNRK	2.25	0.08
SPECC1	2.25	-0.05
SRBD1	2.25	0.07
SRFBP1	2.25	0.08
STK16	2.25	0
SYNJ1	2.25	-0.09
TAB1	2.25	-0.23
TAB2	2.25	0.54
TBX2	2.25	0.44
TCAIM	2.25	0.25
TMEM101	2.25	-0.34
TOMM40L	2.25	0.11
TRAF2	2.25	0.3
TRMT5	2.25	0.11
TYK2	2.25	0.37
ULK4	2.25	0.73
UNC13B	2.25	0.12
UNK	2.25	0.02
USP48	2.25	0.07
VARS	2.25	-0.33
ZSCAN32	2.25	0.36
ACOT9	2.24	0.05
AMFR	2.24	-0.17
AMIGO3	2.24	-0.45
ANKRD12	2.24	-0.14
ARL15	2.24	0.65
ATP5I	2.24	-0.17
ATXN1	2.24	0.66
C12orf49	2.24	-0.09
C9orf16	2.24	-0.04
CAST	2.24	-0.2
CSRNP2	2.24	0.34
CUX1	2.24	-0.04
DCN	2.24	0.75
DNAJA4	2.24	0.88
EBP	2.24	-0.23
ESD	2.24	-0.27
EXOG	2.24	0.71
FAM122B	2.24	0.28
FAM127B	2.24	-0.1
FAM69C	2.24	0.26
FLYWCH1	2.24	0.24
FUZ	2.24	-0.18
GID8	2.24	-0.12
GPR19	2.24	0.52
GRPEL2	2.24	0.05
IL18BP	2.24	0.74
KIF20B	2.24	-0.07
LXN	2.24	0.11
MAP3K14	2.24	0.52
MLXIP	2.24	-0.17
MRPL46	2.24	-0.11
MTUS1	2.24	-0.32
NOC3L	2.24	-0.32
OXNAD1	2.24	0.16
PANK3	2.24	0.23
PAPOLG	2.24	0.08
PHACTR2	2.24	-0.05
PHC2	2.24	0.34
PTPRK	2.24	0.17
PYGO2	2.24	0.37
RNF38	2.24	0.2
SESTD1	2.24	0.37
SMC5	2.24	-0.25
SPATA2	2.24	0.1
TRAPPC10	2.24	0.13
TRIB3	2.24	-1.23
XIAP	2.24	0.04
ZNF521	2.24	-0.25
ZNF559	2.24	0.31
ABCD1	2.23	0.15
AP1G2	2.23	-0.62
ARHGEF10	2.23	0.05
ARV1	2.23	-0.19
BLVRB	2.23	-0.06
BZW1P2	2.23	0.26
C8orf59	2.23	-0.04
CCDC126	2.23	0.58
CDK12	2.23	-0.12
CMTR2	2.23	0.29
CORO2A	2.23	-0.26
CTBP2	2.23	-0.19
CTNNAL1	2.23	0.48
DHODH	2.23	-0.31
DNAJB4	2.23	-0.03
DNAJC30	2.23	0.19
DPCD	2.23	0.03
DUXAP9	2.23	-0.14
ENDOV	2.23	-0.17
FAM161A	2.23	-0.03
FRMD6	2.23	-0.18
LIMK1	2.23	-0.15
LINC01420	2.23	0.03
MKL2	2.23	0.21
MOB1B	2.23	0.16
MRPL47	2.23	-0.16
MRRF	2.23	-0.04
NOV	2.23	0.34
NPLOC4	2.23	-0.11
NSUN5	2.23	-0.29
OSBPL5	2.23	-0.1
PEX3	2.23	-0.12
PGAP1	2.23	-0.25
POT1	2.23	0.24
PPA1	2.23	-0.38
PPM1A	2.23	0.35
PPP2R5A	2.23	0.3
PPRC1	2.23	0.11
RAB28	2.23	-0.08
RP2	2.23	0.17
RRP1	2.23	-0.25
SESN2	2.23	0.03
SPOPL	2.23	0.6
SRGN	2.23	0.38
SRP19	2.23	0.16
SRP68	2.23	-0.11
SSFA2	2.23	0.09
TBC1D31	2.23	0.14
TBCC	2.23	-0.01
TBCK	2.23	0.22
TECPR2	2.23	0.4
THUMPD2	2.23	0.1
TIMM8B	2.23	-0.03
TMEM115	2.23	-0.04
TOP1MT	2.23	-0.22
TTLL5	2.23	0.14
VAPB	2.23	-0.32
XRN1	2.23	-0.19
ZC3H4	2.23	0.07
ZDHHC16	2.23	0.22
ZDHHC20	2.23	0.1
ZNF33B	2.23	-0.29
ZSCAN25	2.23	0.32
AC004893.11	2.22	0.26
ADAL	2.22	0.11
ARL4D	2.22	0.42
ATF7	2.22	-0.01
ATG101	2.22	-0.23
B4GAT1	2.22	0.04
BCL9	2.22	0.32
C10orf88	2.22	0.09
CASP7	2.22	0.34
CDK2AP2	2.22	-0.58
CDK5R1	2.22	0.05
COL4A3BP	2.22	0.05
CXorf23	2.22	0.54
FER	2.22	0.25
FILIP1L	2.22	0.25
GATC	2.22	0.06
GCA	2.22	0.07
GOLGA8B	2.22	0.05
GOLPH3L	2.22	0.23
HEY1	2.22	-0.83
HNRNPA0	2.22	0.26
HSDL1	2.22	-0.05
IDH2	2.22	-0.38
IRF3	2.22	0.2
LHPP	2.22	0.16
LINC00493	2.22	-0.17
MEMO1	2.22	0.03
MFSD1	2.22	-0.15
MLF1	2.22	-0.1
MSTO1	2.22	-0.56
NAPEPLD	2.22	0.25
NBPF15	2.22	-0.22
NFATC2	2.22	0.12
NOL9	2.22	-0.2
PRAF2	2.22	0.02
PSMB8	2.22	-0.06
PTPRA	2.22	0.28
RAD18	2.22	0.04
RBM4B	2.22	0.08
RECQL5	2.22	0.04
RMI1	2.22	-0.01
RMND1	2.22	0.1
RPAP2	2.22	-0.39
RSPH9	2.22	0.49
RTN4	2.22	0.08
SBF1	2.22	0.73
SECISBP2	2.22	0.08
SENP2	2.22	-0.01
SLC1A3	2.22	0.12
SLC26A2	2.22	-0.25
SNRPA	2.22	-0.38
SOS1	2.22	0.42
TAF1D	2.22	-0.16
TBC1D22A	2.22	-0.32
TMEM192	2.22	-0.03
TMEM246	2.22	-0.19
TRABD	2.22	-0.26
TRMT13	2.22	0.48
UFC1	2.22	-0.23
ZBTB44	2.22	0.06
ZNF302	2.22	-0.16
ZNF416	2.22	0.11
ZNF440	2.22	0.97
ZNF548	2.22	0.39
ABCA7	2.21	0.74
ACAD8	2.21	-0.17
ACD	2.21	-0.07
AMPD2	2.21	-0.23
ARAP3	2.21	0.57
ARID4A	2.21	0.16
B3GLCT	2.21	-0.05
BOD1L1	2.21	0.19
C18orf25	2.21	0.02
CABIN1	2.21	-0.03
CBR3	2.21	-0.05
CETN3	2.21	0.44
CH17-472G23.2	2.21	0.42
CIB1	2.21	0.01
CMBL	2.21	-0.16
CPSF6	2.21	-0.39
CUL4A	2.21	0.05
DRAM2	2.21	0.04
DUSP12	2.21	-0.12
EIF3J	2.21	-0.22
EMSY	2.21	-0.5
GTF2A1	2.21	0.06
GTF2H2	2.21	0.34
H2AFY	2.21	-0.21
HSD3B7	2.21	0.47
KLHL42	2.21	0.48
MKNK1	2.21	0.16
MOCS3	2.21	-0.18
MUTYH	2.21	-0.02
NCKIPSD	2.21	0.19
NME7	2.21	0.3
NSUN5P1	2.21	-0.35
PARPBP	2.21	-0.01
PITPNA	2.21	0.25
PLA2G4A	2.21	-0.02
RAB22A	2.21	-0.33
RASGRF1	2.21	-0.44
RBCK1	2.21	0.07
RP11-705C15.2	2.21	-0.36
RP11-849H4.2	2.21	0.43
SEC61B	2.21	-0.28
SLCO2B1	2.21	0.14
STAG3L3	2.21	0
TGFBR3	2.21	0.1
TONSL	2.21	-0.11
UAP1L1	2.21	0.1
UBE2J2	2.21	-0.09
ZHX3	2.21	-0.25
ACVR2A	2.2	-0.13
ALG10B	2.2	-0.05
ARNTL	2.2	-0.06
ATP6AP1	2.2	-0.08
BCL6	2.2	0.97
CEP85L	2.2	0.56
COL15A1	2.2	0.42
COMMD6	2.2	-0.17
CP	2.2	0.49
CUEDC2	2.2	-0.31
EVA1A	2.2	-0.25
FAM213A	2.2	-0.23
FHL2	2.2	-0.11
GANC	2.2	-0.24
GPATCH3	2.2	0.39
HAUS1	2.2	-0.13
HERC4	2.2	-0.17
HSD17B14	2.2	-0.02
HYOU1	2.2	-0.81
IFITM10	2.2	1.87
IFT57	2.2	-0.06
IGFLR1	2.2	-0.39
KIAA0430	2.2	0.04
MGAT5	2.2	-0.05
MLH3	2.2	0.19
MSMO1	2.2	-0.57
MYO9A	2.2	-0.14
NEO1	2.2	0.46
NOL7	2.2	-0.42
PACRGL	2.2	0.61
PC	2.2	-0.48
POLA1	2.2	0.37
POLR2I	2.2	-0.21
PPIG	2.2	-0.2
PSME1	2.2	-0.13
PSMG1	2.2	-0.18
RARG	2.2	0.41
RNASEH2A	2.2	-0.24
RPUSD2	2.2	0.39
SC5D	2.2	-0.41
SERGEF	2.2	0.19
SMPD4	2.2	-0.04
SPEF2	2.2	1.28
SSPN	2.2	-0.23
TAF13	2.2	-0.05
TFCP2	2.2	-0.09
TIRAP	2.2	-0.2
TLR6	2.2	0.83
TMEM206	2.2	-0.05
TPRA1	2.2	0.19
TRMT10C	2.2	-0.32
TTC38	2.2	0.09
UBE3C	2.2	0.04
WDR47	2.2	0.08
WIPF1	2.2	0.08
XPO6	2.2	-0.22
YARS2	2.2	0.06
ZNF696	2.2	-0.11
AIFM2	2.19	0.07
ALDOC	2.19	-0.31
AP2A1	2.19	-0.27
APBB2	2.19	0.21
C1orf109	2.19	-0.18
C1orf174	2.19	-0.3
C5orf30	2.19	-0.2
CCDC137	2.19	-0.05
CDK9	2.19	0.45
CMC1	2.19	-0.2
COA5	2.19	0.15
CYTH1	2.19	-0.13
DDI2	2.19	0.15
DHFR2	2.19	0.2
EIF4G3	2.19	0.33
FAM173B	2.19	-0.02
FAM3A	2.19	0.04
FBXO5	2.19	-0.23
FBXO8	2.19	0.37
GOSR1	2.19	-0.09
HAGH	2.19	-0.14
HCCS	2.19	-0.12
HMBOX1	2.19	0.12
IFNAR2	2.19	0.09
KHSRP	2.19	0.07
KIF20A	2.19	-0.15
LPAR6	2.19	0.47
MAP9	2.19	0.23
MFAP3	2.19	-0.08
MTG1	2.19	-0.32
NDUFS3	2.19	-0.02
NME1-NME2	2.19	-0.19
NOA1	2.19	-0.23
NPIPB3	2.19	-0.05
NT5C	2.19	-0.25
OBSL1	2.19	-0.02
PABPC1L	2.19	-0.44
PARG	2.19	-0.17
PDGFA	2.19	0.11
PELO	2.19	-0.09
PIK3CB	2.19	0.14
PTEN	2.19	-0.04
PTER	2.19	0.16
PTPRN	2.19	1.03
PXK	2.19	-0.04
RAI1	2.19	0.12
RBM26	2.19	-0.1
RERE	2.19	-0.39
RNF2	2.19	-0.35
RP11-382A20.3	2.19	0.27
RPRD1A	2.19	-0.02
RSU1	2.19	-0.27
RUVBL1	2.19	-0.19
SEH1L	2.19	-0.22
SF3A2	2.19	0.46
SMYD3	2.19	-0.02
SOGA1	2.19	0.05
SPIN1	2.19	0.05
SPRED1	2.19	0.16
SSNA1	2.19	-0.05
STK38	2.19	0.16
SUMF1	2.19	-0.03
TCF7L2	2.19	0.42
TGFBR1	2.19	-0.08
TMUB2	2.19	0.08
TSPYL2	2.19	-0.17
UCHL3	2.19	-0.17
UGT2B7	2.19	0.28
UXS1	2.19	-0.1
ABHD14B	2.18	-0.15
ACAD11	2.18	-0.02
ACTR6	2.18	0.08
AGBL5	2.18	0.01
ARRDC4	2.18	2
ATP9B	2.18	-0.57
ATPIF1	2.18	-0.15
ATXN7L1	2.18	0.09
BCAR3	2.18	0.21
BCAT2	2.18	0.05
BLMH	2.18	-0.05
C19orf70	2.18	-0.27
CAMKK2	2.18	0.1
CARHSP1	2.18	-0.31
CHSY3	2.18	1.68
CLSTN1	2.18	-0.09
CNOT8	2.18	0.02
CSNK2B	2.18	-0.18
DDX46	2.18	-0.1
DIAPH1	2.18	0.01
ERCC4	2.18	0.31
FAM206A	2.18	0.12
FBXO45	2.18	0.47
GNB2	2.18	0.19
GOLGA4	2.18	-0.44
GPATCH2L	2.18	-0.26
GPATCH4	2.18	-0.08
HFE	2.18	0.67
IFI27L2	2.18	-0.11
JAGN1	2.18	-0.31
JUNB	2.18	0.32
KMT5B	2.18	0.55
LSG1	2.18	-0.2
MAPK6	2.18	-0.2
METTL15	2.18	0.1
MPC1	2.18	0.19
MVB12A	2.18	-0.05
MYO5A	2.18	-0.47
NCK1	2.18	0.1
NDUFA7	2.18	-0.18
NFATC3	2.18	-0.27
PCGF1	2.18	0.42
PCGF5	2.18	0.2
PDCL3	2.18	-0.29
PGD	2.18	-0.35
PITRM1	2.18	-0.6
RARRES2P2	2.18	0.24
RNASEH2C	2.18	-0.29
RNMT	2.18	0.18
RPAP1	2.18	-0.1
SMDT1	2.18	-0.08
SMIM20	2.18	-0.15
SPNS1	2.18	-0.18
TESK2	2.18	-0.13
TOMM6	2.18	-0.25
TSPAN31	2.18	-0.14
UBE2O	2.18	0.21
WDR18	2.18	-0.27
AARS2	2.17	-0.33
ABL2	2.17	-0.22
AGT	2.17	-0.18
ANKRD36	2.17	0.04
ARFGEF1	2.17	0.04
ARMC7	2.17	0.25
ASB3	2.17	0.14
ATG2B	2.17	0.67
AVPI1	2.17	-0.05
BRD9	2.17	0.33
C14orf166	2.17	-0.25
C7orf55-LUC7L2	2.17	-0.47
CAMTA1	2.17	-0.25
CEP192	2.17	-0.05
CHD7	2.17	0.26
CNNM2	2.17	0.19
CRYL1	2.17	-0.07
DCTD	2.17	-0.06
DNASE1	2.17	0.21
DNPEP	2.17	0.23
ELL2	2.17	0.8
GON4L	2.17	0.07
HCFC2	2.17	-0.01
HMGCR	2.17	-0.68
LMNB2	2.17	0.05
LSM8	2.17	-0.12
MICU1	2.17	-0.02
MYO16	2.17	0.5
NDUFB11	2.17	-0.29
NRDE2	2.17	0.54
PARL	2.17	-0.38
PCID2	2.17	-0.22
PCNX3	2.17	0.31
PGRMC1	2.17	-0.22
PRPF39	2.17	-0.01
PSMB10	2.17	-0.11
PSME4	2.17	0
RAB36	2.17	0.89
RABIF	2.17	-0.19
RBAK	2.17	0.11
RIC8B	2.17	0.39
RPF2	2.17	-0.18
SLC7A6OS	2.17	-0.32
SMAD4	2.17	0.03
SMG7	2.17	-0.17
SNX3	2.17	0.12
SPRED2	2.17	-0.21
ST8SIA1	2.17	-0.69
STK26	2.17	0.54
STPG1	2.17	0.1
STX10	2.17	0.08
TCN2	2.17	-0.78
TMEM18	2.17	-0.02
TRIAP1	2.17	-0.06
WDR24	2.17	-0.02
WRAP53	2.17	-0.05
ZKSCAN8	2.17	0.62
ZMIZ2	2.17	-0.46
ZNF304	2.17	0.61
ACACB	2.16	0.2
AGAP3	2.16	-0.33
AKIP1	2.16	-0.03
ANKRD46	2.16	-0.21
ARL13B	2.16	0.54
C19orf66	2.16	0.1
C6orf136	2.16	0.05
CDC16	2.16	-0.51
CDK7	2.16	0.26
CUTA	2.16	-0.53
CYTL1	2.16	-0.3
FRYL	2.16	0.11
GGA1	2.16	-0.11
GINS4	2.16	0.62
GPCPD1	2.16	-0.12
GPR85	2.16	0.44
IKZF5	2.16	-0.22
KDM3B	2.16	0.15
KLHDC4	2.16	0.14
LDLR	2.16	-0.55
LIFR	2.16	1.26
LUC7L	2.16	-0.01
MED14	2.16	-0.1
MOSPD2	2.16	-0.35
NEIL3	2.16	-0.26
NOB1	2.16	-0.44
NPEPL1	2.16	-0.11
OPHN1	2.16	-0.11
PDS5A	2.16	0.34
PLAA	2.16	0.09
PPA2	2.16	-0.16
PPWD1	2.16	0.01
PRODH	2.16	1.73
PRPF4	2.16	-0.18
PTPN11	2.16	0
RABGGTB	2.16	-0.16
RFX3	2.16	-0.8
RGL1	2.16	0.15
RHOBTB3	2.16	0.1
SARNP	2.16	-0.34
SATB1	2.16	0.16
SEC11A	2.16	-0.19
SKIL	2.16	0.49
STAM	2.16	-0.44
SVIP	2.16	0.22
TKFC	2.16	-0.1
TMEM199	2.16	-0.17
TMEM242	2.16	0.18
TTC13	2.16	0.45
TTC30B	2.16	0.19
USP30	2.16	0.19
ZNF212	2.16	0.34
ZRANB3	2.16	0.17
ADHFE1	2.15	0.1
AGK	2.15	0.85
ALKBH3	2.15	0.02
AMOT	2.15	0.07
ANGPTL4	2.15	0.13
ARFIP1	2.15	-0.06
ARL14EP	2.15	-0.05
ATL2	2.15	-0.12
BAZ2A	2.15	-0.34
BMPR1B	2.15	-0.25
C16orf70	2.15	-0.1
CDC42SE2	2.15	-0.01
CENPJ	2.15	0.25
CEP41	2.15	-0.35
CERCAM	2.15	0.29
CLCC1	2.15	-0.94
COX14	2.15	0.07
DUSP14	2.15	-0.26
EIF3B	2.15	0.05
FAM208A	2.15	0.04
GLE1	2.15	-0.12
GMNN	2.15	-0.08
GPR137	2.15	-0.32
GUCD1	2.15	0.02
HNRNPD	2.15	-0.18
JMJD1C	2.15	-0.06
KLF9	2.15	0.24
LEF1	2.15	-0.35
LIMS1	2.15	0.34
MAN2B2	2.15	0.14
MAPKAP1	2.15	0.37
MBIP	2.15	-0.16
MDH1B	2.15	0.93
MED25	2.15	-0.04
MGAT5B	2.15	0.52
MND1	2.15	-0.32
MRS2	2.15	-0.11
MTHFSD	2.15	-0.41
NPAT	2.15	-0.17
NPIPB5	2.15	-0.07
NPM3	2.15	-0.33
OCRL	2.15	0.13
PDCL	2.15	0.06
POP5	2.15	-0.22
PTBP1	2.15	-0.22
PTPRE	2.15	-0.04
QARS	2.15	-0.28
RIOK2	2.15	-0.12
RNF7	2.15	-0.21
RPP25L	2.15	0.02
RPUSD3	2.15	-0.16
RXRG	2.15	0.01
SDC4	2.15	-0.4
SLC8B1	2.15	-0.14
SMPD2	2.15	0.02
TEN1	2.15	-0.07
TERF2	2.15	0.03
TMEM161B	2.15	0.13
TMEM258	2.15	-0.41
